GRIDCODE,CVE ENTMUN,POB  RURAL EN CELL,POB  URB EN CELL,POB TOTAL RURAL EN MUN
28399,32047,9,,5506
28399,32047,5,,5506
28400,32047,2,,5506
28400,32047,2,,5506
28400,32047,3,,5506
28401,32047,4,,5506
28401,32047,9,,5506
28401,32047,6,,5506
28401,32047,4,,5506
28401,32047,50,,5506
28401,32047,80,,5506
28401,32047,1,,5506
28401,32047,1,,5506
28402,32047,43,,5506
28402,32047,9,,5506
28402,32047,15,,5506
28402,32047,132,,5506
28402,32047,8,,5506
28403,32023,299,,12284
28403,32023,306,,12284
28403,32023,470,,12284
28403,32023,106,,12284
28403,32023,647,,12284
28403,32023,2,,12284
28404,32001,256,,6314
28404,32023,844,,12284
28404,32023,2,,12284
28404,32023,32,,12284
28404,32023,70,,12284
28404,32023,14,,12284
28404,32023,263,,12284
28404,32023,25,,12284
28404,32023,157,,12284
28404,32023,4,,12284
28404,32023,10,,12284
28404,32023,3,,12284
28404,32023,636,,12284
28404,32023,846,,12284
28404,32023,166,,12284
28404,32023,445,,12284
28404,32023,97,,12284
28404,32023,56,,12284
28405,32001,5,,6314
28405,32001,2,,6314
28405,32001,14,,6314
28405,32001,4,,6314
28405,32001,5,,6314
28405,32001,2,,6314
28405,32001,127,,6314
28405,32023,7,,12284
28405,32023,3,,12284
28405,32034,10,,27932
28406,32034,170,,27932
28406,32034,118,,27932
28406,32034,7,,27932
28406,32034,1,,27932
28406,32034,6,,27932
28406,32034,3,,27932
28406,32034,18,,27932
28406,32034,8,,27932
28406,32034,150,,27932
28407,32034,6,,27932
28407,32034,72,,27932
28407,32034,101,,27932
28407,32034,526,,27932
28407,32034,100,,27932
28407,32034,21,,27932
28407,32034,430,,27932
28407,32034,360,,27932
28407,32034,114,,27932
28408,14060,363,,6034
28408,14060,53,,6034
28408,32002,3,,5005
28408,32002,7,,5005
28408,32002,1,,5005
28408,32002,21,,5005
28408,32002,4,,5005
28408,32034,72,,27932
28408,32034,32,,27932
28408,32034,113,,27932
28408,32034,11,,27932
28408,32034,11,,27932
28408,32034,6,,27932
28408,32034,16,,27932
28408,32034,5,,27932
28408,32034,4,,27932
28408,32034,3,,27932
28408,32034,396,,27932
28408,32034,3,,27932
28408,32034,11,,27932
28408,32034,8,,27932
28409,14091,4,,40105
28409,14091,7,,40105
28409,14091,171,,40105
28409,14091,130,,40105
28409,14091,918,,40105
28409,14091,15,,40105
28409,14091,296,,40105
28409,14091,4,,40105
28409,14091,19,,40105
28409,14091,4,,40105
28409,14091,4,,40105
28409,14091,9,,40105
28409,14091,24,,40105
28409,14091,1,,40105
28409,14091,6,,40105
28409,14091,23,,40105
28409,32002,5,,5005
28409,32002,45,,5005
28410,14091,9,,40105
28410,14091,11,,40105
28410,14091,6,,40105
28410,14091,5,,40105
28410,14091,7,,40105
28410,14091,251,,40105
28410,14091,5,,40105
28410,14091,96,,40105
28410,14091,2,,40105
28410,14091,88,,40105
28410,14091,7,,40105
28410,14091,1,,40105
28410,14091,47,,40105
28410,14091,6,,40105
28410,14091,1,,40105
28410,14091,4,,40105
28410,14091,16,,40105
28410,14091,14,,40105
28411,14073,57,,65219
28411,14073,324,,65219
28411,14073,288,,65219
28411,14091,4,,40105
28411,14091,3,,40105
28411,14091,3,,40105
28411,14091,6,,40105
28411,14091,11,,40105
28411,14091,139,,40105
28411,14091,4,,40105
28411,14091,63,,40105
28411,14091,4,,40105
28411,14091,2,,40105
28411,14091,6,,40105
28411,14091,52,,40105
28411,14091,11,,40105
28411,14091,18,,40105
28411,14091,3,,40105
28411,14091,470,,40105
28411,14091,8,,40105
28412,14035,7,,51396
28412,14035,11,,51396
28412,14035,2,,51396
28412,14035,8,,51396
28412,14035,8,,51396
28412,14035,12,,51396
28412,14035,1,,51396
28412,14035,484,,51396
28412,14035,1839,,51396
28412,14073,209,,65219
28412,14073,33,,65219
28412,14073,33,,65219
28412,14073,157,,65219
28412,14073,23,,65219
28412,14073,8,,65219
28412,14073,34,,65219
28412,14073,38,,65219
28412,14073,17,,65219
28412,14073,8,,65219
28412,14073,18,,65219
28412,14073,19,,65219
28412,14073,2,,65219
28413,14035,103,,51396
28413,14035,11,,51396
28413,14035,32,,51396
28413,14035,36,,51396
28413,14035,1393,,51396
28413,14035,5,,51396
28413,14035,3,,51396
28413,14035,21,,51396
28413,14035,44,,51396
28413,14035,26,,51396
28413,14035,139,,51396
28413,14035,6,,51396
28413,14073,22,,65219
28413,14073,11,,65219
28413,14073,30,,65219
28413,14073,114,,65219
28413,14073,35,,65219
28413,14073,8,,65219
28413,14073,82,,65219
28413,14073,92,,65219
28413,14073,4,,65219
28413,14073,7,,65219
28413,14073,188,,65219
28413,14073,20,,65219
28413,14073,14,,65219
28413,14073,45,,65219
28414,14035,8,,51396
28414,14035,10,,51396
28414,14035,13,,51396
28414,14035,23,,51396
28414,14035,1003,,51396
28414,14035,39,,51396
28414,14035,489,,51396
28414,14035,11,,51396
28414,14035,21,,51396
28414,14035,6,,51396
28414,14073,13,,65219
28414,14073,113,,65219
28415,14035,173,,51396
28415,14035,684,,51396
28415,14053,38,,153817
28415,14053,17,,153817
28416,14053,390,,153817
28416,14053,15,,153817
28416,14053,58,,153817
28416,14053,108,,153817
28416,14053,9,,153817
28416,14053,4,,153817
28416,14053,8,,153817
28417,14053,140,,153817
28417,14053,868,,153817
28417,14053,30,,153817
28417,14053,13,,153817
28417,14053,1001,,153817
28417,14053,7,,153817
28417,14053,4,,153817
28417,14053,858,,153817
28417,14053,34,,153817
28417,14053,421,,153817
28417,14053,819,,153817
28417,14053,1,,153817
28417,14053,417,,153817
28417,14053,74,,153817
28417,14053,4,,153817
28417,14053,7,,153817
28417,14053,9,,153817
28417,14053,9,,153817
28417,14053,18,,153817
28417,14053,11,,153817
28417,14053,42,,153817
28417,14053,7,,153817
28417,14053,5,,153817
28417,14053,23,,153817
28417,14053,805,,153817
28417,14053,7,,153817
28417,14053,4,,153817
28417,14053,23,,153817
28418,14053,212,,153817
28418,14053,337,,153817
28418,14053,8,,153817
28418,14053,50,,153817
28418,14053,4,,153817
28418,14053,1293,,153817
28418,14053,403,,153817
28418,14053,4,,153817
28418,14053,10,,153817
28418,14053,5,,153817
28418,14053,4,,153817
28418,14053,81,,153817
28418,14053,1147,,153817
28418,14053,10,,153817
28418,14053,398,,153817
28418,14053,5,,153817
28418,14053,9,,153817
28418,14053,9,,153817
28418,14053,5,,153817
28418,14053,439,,153817
28418,14053,34,,153817
28418,14053,12,,153817
28418,14053,35,,153817
28418,14053,30,,153817
28418,14053,277,,153817
28418,14053,13,,153817
28418,14053,3,,153817
28418,14053,7,,153817
28418,14053,8,,153817
28418,14053,22,,153817
28418,14053,18,,153817
28418,14053,5,,153817
28418,14053,3,,153817
28418,14053,26,,153817
28418,14053,107,,153817
28418,14053,429,,153817
28418,14053,24,,153817
28418,14053,15,,153817
28418,14053,22,,153817
28418,14053,3,,153817
28418,14053,14,,153817
28418,14053,90,,153817
28418,14053,6,,153817
28418,14053,5,,153817
28418,14053,14,,153817
28419,14053,30,,153817
28419,14053,7,,153817
28419,14053,3,,153817
28419,14053,10,,153817
28419,14053,16,,153817
28419,14053,87,,153817
28419,14053,9,,153817
28419,14053,695,,153817
28419,14053,30,,153817
28419,14053,229,,153817
28420,11030,5,,106952
28420,14053,30,,153817
28420,14053,6,,153817
28420,14053,12,,153817
28421,11030,86,,106952
28421,11030,38,,106952
28422,11022,4,,22683
28422,11022,5,,22683
28422,11022,1,,22683
28422,11022,2,,22683
28422,11030,444,,106952
28422,11030,117,,106952
28422,11030,32,,106952
28422,11030,14,,106952
28422,11030,9,,106952
28422,11030,84,,106952
28423,11022,155,,22683
28423,11022,40,,22683
28423,11022,4,,22683
28423,11022,6,,22683
28423,11030,15,,106952
28423,11030,21,,106952
28423,11030,28,,106952
28423,11030,9,,106952
28423,11030,13,,106952
28423,11030,8,,106952
28423,11030,16,,106952
28423,11030,69,,106952
28423,11030,226,,106952
28423,11030,8,,106952
28423,11030,10,,106952
28424,11030,36,,106952
28424,11030,1,,106952
28424,11030,28,,106952
28424,11030,20,,106952
28424,11030,24,,106952
28424,11030,88,,106952
28425,11030,304,,106952
28425,11030,111,,106952
28425,11030,20,,106952
28425,11030,12,,106952
28425,11030,17,,106952
28425,11030,42,,106952
28425,11030,5,,106952
28425,11030,156,,106952
28425,11030,155,,106952
28425,11030,214,,106952
28425,11030,213,,106952
28425,11030,17,,106952
28425,11030,321,,106952
28425,11030,463,,106952
28425,11030,97,,106952
28425,11030,19,,106952
28425,11030,299,,106952
28425,11030,22,,106952
28425,11030,3,,106952
28425,11030,140,,106952
28425,11030,7,,106952
28425,11030,54,,106952
28425,11030,124,,106952
28425,11030,5,,106952
28425,11030,101,,106952
28425,11030,92,,106952
28425,11030,139,,106952
28425,11030,35,,106952
28425,11030,7,,106952
28426,11030,8,,106952
28426,11030,537,,106952
28426,11030,62,,106952
28426,11030,3,,106952
28426,11030,13,,106952
28426,11030,783,,106952
28426,11030,66,,106952
28426,11030,11,,106952
28426,11030,365,,106952
28426,11030,30,,106952
28427,11030,40,,106952
28427,11030,428,,106952
28427,11030,942,,106952
28427,11030,39,,106952
28428,11029,26,,37103
28428,11029,174,,37103
28428,11029,35,,37103
28428,11029,25,,37103
28428,11029,105,,37103
28428,11029,151,,37103
28429,11029,240,,37103
28429,11029,13,,37103
28429,11029,66,,37103
28429,11029,6,,37103
28429,11029,76,,37103
28429,11029,11,,37103
28429,11029,121,,37103
28429,11029,65,,37103
28429,11029,10,,37103
28429,11029,71,,37103
28429,11029,309,,37103
28429,11029,69,,37103
28429,11029,143,,37103
28429,11029,530,,37103
28429,11029,157,,37103
28429,11029,239,,37103
28429,11029,130,,37103
28429,11029,9,,37103
28429,11029,2,,37103
28429,11029,9,,37103
28429,11029,6,,37103
28429,11029,4,,37103
28429,11029,117,,37103
28430,11029,28,,37103
28430,11029,163,,37103
28430,11029,36,,37103
28430,11029,17,,37103
28430,11029,812,,37103
28430,11029,194,,37103
28430,11029,344,,37103
28430,11029,191,,37103
28430,11029,1,,37103
28430,11029,7,,37103
28430,11029,18,,37103
28430,11029,15,,37103
28430,11029,36,,37103
28430,11029,339,,37103
28430,11029,87,,37103
28430,11029,1422,,37103
28431,11029,47,,37103
28431,11029,19,,37103
28431,11029,74,,37103
28431,11029,30,,37103
28431,11029,157,,37103
28431,11029,13,,37103
28431,11029,58,,37103
28431,11029,54,,37103
28431,11029,120,,37103
28431,11029,241,,37103
28431,11029,85,,37103
28431,11029,133,,37103
28431,11029,29,,37103
28431,11029,17,,37103
28431,11029,49,,37103
28431,11029,256,,37103
28431,11029,4,,37103
28431,11029,19,,37103
28431,11029,35,,37103
28431,11029,31,,37103
28431,11029,63,,37103
28431,11029,225,,37103
28431,11029,11,,37103
28431,11029,1,,37103
28431,11029,8,,37103
28431,11029,425,,37103
28431,11029,7,,37103
28431,11029,24,,37103
28431,11029,65,,37103
28431,11029,68,,37103
28431,11029,347,,37103
28431,11029,666,,37103
28431,11029,6,,37103
28431,11029,226,,37103
28431,11029,257,,37103
28431,11029,38,,37103
28432,11029,2,,37103
28432,11029,126,,37103
28432,11029,3,,37103
28432,11029,13,,37103
28432,11029,4,,37103
28432,11029,778,,37103
28432,11029,351,,37103
28432,11029,205,,37103
28432,11029,22,,37103
28432,11033,18,,115656
28432,11033,175,,115656
28432,11033,755,,115656
28432,11033,36,,115656
28432,11033,41,,115656
28432,11033,214,,115656
28432,11033,84,,115656
28432,11033,248,,115656
28432,11033,126,,115656
28432,11033,405,,115656
28433,11033,30,,115656
28433,11033,1,,115656
28433,11033,246,,115656
28433,11033,889,,115656
28433,11033,150,,115656
28433,11033,5,,115656
28433,11033,5,,115656
28433,11033,188,,115656
28433,11033,29,,115656
28433,11033,307,,115656
28433,11033,41,,115656
28433,11033,26,,115656
28433,11033,204,,115656
28433,11033,43,,115656
28433,11033,92,,115656
28433,11033,309,,115656
28434,11033,20,,115656
28434,11033,142,,115656
28434,11033,262,,115656
28434,11033,226,,115656
28434,11033,77,,115656
28434,11033,2,,115656
28434,11033,16,,115656
28434,11033,14,,115656
28434,11033,5,,115656
28434,11033,29,,115656
28434,11033,4,,115656
28434,11033,21,,115656
28434,11033,332,,115656
28434,11033,13,,115656
28434,11033,1,,115656
28435,11033,4,,115656
28435,11033,2,,115656
28435,11033,14,,115656
28435,11033,37,,115656
28435,11033,2,,115656
28435,11033,13,,115656
28435,11033,20,,115656
28435,11033,31,,115656
28435,11033,54,,115656
28435,11033,9,,115656
28435,11033,10,,115656
28435,11033,142,,115656
28435,11033,16,,115656
28435,11033,132,,115656
28435,11033,82,,115656
28435,11033,58,,115656
28435,11033,3,,115656
28435,11033,41,,115656
28435,11033,8,,115656
28435,11033,2,,115656
28435,11033,5,,115656
28435,11033,14,,115656
28436,11033,1,,115656
28436,11033,7,,115656
28436,11043,9,,19820
28436,11043,8,,19820
28436,11043,5,,19820
28436,11043,2,,19820
28436,11043,1,,19820
28436,11043,7,,19820
28436,11043,27,,19820
28436,11043,17,,19820
28436,11043,1,,19820
28436,11043,6,,19820
28436,11043,10,,19820
28436,11043,20,,19820
28436,11043,5,,19820
28436,11043,10,,19820
28436,11043,9,,19820
28436,11043,12,,19820
28436,11043,6,,19820
28436,11043,29,,19820
28436,11043,2,,19820
28436,11043,4,,19820
28436,11043,6,,19820
28436,11043,4,,19820
28436,11043,3,,19820
28437,11043,167,,19820
28437,11043,43,,19820
28437,11043,52,,19820
28437,11043,9,,19820
28437,11043,2,,19820
28437,11043,3,,19820
28437,11043,2,,19820
28437,11043,48,,19820
28438,11043,426,,19820
28438,11043,76,,19820
28438,11043,132,,19820
28438,11043,305,,19820
28438,11045,71,,11560
28438,11045,10,,11560
28438,11045,11,,11560
28439,11045,14,,11560
28439,11045,154,,11560
28439,11045,150,,11560
28439,11045,137,,11560
28439,11045,216,,11560
28439,11045,147,,11560
28439,11045,158,,11560
28439,11045,116,,11560
28440,11045,91,,11560
28440,11045,272,,11560
28440,11045,1,,11560
28440,11045,12,,11560
28441,11045,277,,11560
28441,11045,34,,11560
28441,11045,77,,11560
28441,11045,29,,11560
28441,11045,44,,11560
28442,11006,191,,5610
28442,11006,8,,5610
28442,11045,156,,11560
28442,11045,125,,11560
28442,22003,15,,12910
28442,22003,211,,12910
28442,22003,3,,12910
28442,22003,17,,12910
28442,22003,86,,12910
28442,22003,47,,12910
28442,22003,70,,12910
28442,22003,342,,12910
28443,22003,9,,12910
28443,22003,12,,12910
28443,22003,4,,12910
28443,22003,53,,12910
28443,22003,193,,12910
28444,22003,89,,12910
28444,22003,423,,12910
28444,22003,17,,12910
28444,22003,273,,12910
28444,22003,1,,12910
28444,22003,60,,12910
28444,22003,68,,12910
28444,22003,3,,12910
28444,22003,4,,12910
28444,22003,221,,12910
28445,22003,22,,12910
28445,22003,277,,12910
28445,22003,36,,12910
28445,22003,49,,12910
28445,22003,159,,12910
28445,22003,4,,12910
28445,22003,11,,12910
28445,22003,52,,12910
28446,22003,324,,12910
28446,22009,41,,25550
28446,22009,8,,25550
28447,22009,142,,25550
28447,22009,60,,25550
28447,22009,24,,25550
28447,22009,44,,25550
28447,22009,37,,25550
28447,22009,449,,25550
28447,22009,65,,25550
28447,22009,80,,25550
28447,22009,12,,25550
28447,22009,93,,25550
28447,22009,64,,25550
28447,22009,4,,25550
28447,22009,30,,25550
28448,22009,247,,25550
28448,22009,3,,25550
28448,22009,54,,25550
28448,22009,52,,25550
28448,22010,45,,19929
28449,22010,790,,19929
28449,22010,93,,19929
28449,22010,197,,19929
28449,22010,68,,19929
28450,24054,249,,51498
28450,24054,62,,51498
28450,24054,249,,51498
28450,24054,124,,51498
28450,24054,69,,51498
28450,24054,135,,51498
28450,24054,71,,51498
28450,24054,4,,51498
28450,24054,23,,51498
28450,24054,64,,51498
28450,24054,298,,51498
28450,24054,42,,51498
28450,24054,1,,51498
28450,24054,107,,51498
28450,24054,69,,51498
28450,24054,168,,51498
28450,24054,214,,51498
28450,24054,44,,51498
28450,24054,133,,51498
28450,24054,341,,51498
28450,24054,780,,51498
28450,24054,258,,51498
28450,24054,91,,51498
28450,24054,156,,51498
28450,24054,129,,51498
28451,24054,384,,51498
28451,24054,360,,51498
28451,24054,102,,51498
28451,24054,56,,51498
28451,24054,111,,51498
28451,24054,9,,51498
28451,24054,134,,51498
28451,24054,320,,51498
28451,24054,97,,51498
28451,24054,198,,51498
28451,24054,199,,51498
28451,24054,150,,51498
28451,24054,126,,51498
28451,24054,143,,51498
28451,24054,145,,51498
28451,24054,132,,51498
28451,24054,43,,51498
28451,24054,372,,51498
28451,24054,111,,51498
28451,24054,42,,51498
28451,24054,3,,51498
28451,24054,511,,51498
28451,24054,185,,51498
28451,24054,213,,51498
28451,24054,78,,51498
28451,24054,590,,51498
28451,24054,42,,51498
28451,24054,258,,51498
28451,24054,165,,51498
28451,24054,449,,51498
28451,24054,77,,51498
28451,24054,28,,51498
28451,24054,50,,51498
28451,24054,141,,51498
28451,24054,1272,,51498
28451,24054,161,,51498
28451,24054,49,,51498
28451,24054,181,,51498
28451,24054,74,,51498
28451,24054,59,,51498
28451,24054,2,,51498
28451,24054,53,,51498
28451,24054,83,,51498
28451,24054,49,,51498
28451,24054,310,,51498
28451,24054,367,,51498
28451,24054,74,,51498
28451,24054,198,,51498
28451,24054,58,,51498
28451,24054,169,,51498
28451,24054,16,,51498
28451,24054,187,,51498
28451,24054,294,,51498
28451,24054,253,,51498
28451,24054,21,,51498
28451,24054,615,,51498
28451,24054,368,,51498
28451,24054,285,,51498
28451,24054,46,,51498
28451,24054,406,,51498
28451,24054,249,,51498
28451,24054,467,,51498
28451,24054,71,,51498
28451,24054,90,,51498
28451,24054,43,,51498
28451,24054,28,,51498
28451,24054,91,,51498
28451,24054,63,,51498
28451,24054,47,,51498
28451,24054,284,,51498
28451,24054,100,,51498
28451,24054,321,,51498
28451,24054,12,,51498
28451,24054,303,,51498
28451,24054,153,,51498
28452,24053,766,,33245
28452,24053,1174,,33245
28452,24053,473,,33245
28452,24053,2,,33245
28452,24053,1220,,33245
28452,24053,1413,,33245
28452,24053,10,,33245
28452,24053,12,,33245
28452,24053,5,,33245
28452,24053,29,,33245
28452,24053,8,,33245
28452,24054,158,,51498
28452,24054,468,,51498
28452,24054,186,,51498
28452,24054,140,,51498
28452,24054,1267,,51498
28452,24054,947,,51498
28452,24054,1169,,51498
28452,24054,196,,51498
28452,24054,33,,51498
28452,24054,159,,51498
28452,24054,76,,51498
28452,24054,78,,51498
28452,24054,30,,51498
28452,24054,356,,51498
28452,24054,149,,51498
28452,24054,75,,51498
28452,24054,144,,51498
28452,24057,113,,30299
28452,24057,593,,30299
28452,24057,145,,30299
28452,24057,118,,30299
28452,24057,366,,30299
28453,24038,51,,15838
28453,24038,351,,15838
28453,24038,199,,15838
28453,24038,21,,15838
28453,24038,4,,15838
28453,24053,623,,33245
28453,24053,323,,33245
28453,24053,635,,33245
28453,24053,505,,33245
28453,24053,577,,33245
28453,24053,439,,33245
28453,24053,323,,33245
28453,24053,131,,33245
28453,24053,122,,33245
28453,24053,7,,33245
28453,24053,1613,,33245
28453,24057,554,,30299
28453,24057,651,,30299
28453,24057,122,,30299
28453,24057,190,,30299
28453,24057,239,,30299
28453,24057,303,,30299
28453,24057,714,,30299
28453,24057,524,,30299
28453,24057,16,,30299
28453,24057,49,,30299
28453,24057,170,,30299
28453,24057,303,,30299
28453,24057,386,,30299
28453,24057,361,,30299
28453,24057,1095,,30299
28453,24057,488,,30299
28453,24057,72,,30299
28453,24057,227,,30299
28453,24057,356,,30299
28453,24057,9,,30299
28453,24057,313,,30299
28453,24057,236,,30299
28453,24057,457,,30299
28453,24057,8,,30299
28453,24057,194,,30299
28453,24057,267,,30299
28453,24057,171,,30299
28453,24057,393,,30299
28453,24057,330,,30299
28453,24057,75,,30299
28453,24057,523,,30299
28453,24057,3,,30299
28453,24057,21,,30299
28453,24057,6,,30299
28453,24057,489,,30299
28454,24029,17,,21347
28454,24029,320,,21347
28454,24029,770,,21347
28454,24029,301,,21347
28454,24029,755,,21347
28454,24029,338,,21347
28454,24029,40,,21347
28454,24029,184,,21347
28454,24029,178,,21347
28454,24029,127,,21347
28454,24029,140,,21347
28454,24029,116,,21347
28454,24029,144,,21347
28454,24029,59,,21347
28454,24029,73,,21347
28454,24038,4,,15838
28454,24038,320,,15838
28454,24038,1008,,15838
28454,24038,822,,15838
28454,24038,22,,15838
28454,24038,253,,15838
28454,24038,43,,15838
28454,24038,158,,15838
28454,24038,1236,,15838
28454,24038,518,,15838
28454,24038,311,,15838
28454,24038,509,,15838
28454,24038,481,,15838
28454,24038,504,,15838
28454,24038,212,,15838
28454,24038,130,,15838
28454,24038,600,,15838
28454,24038,589,,15838
28454,24038,231,,15838
28454,24038,233,,15838
28454,24038,20,,15838
28454,24038,14,,15838
28454,24038,156,,15838
28454,24038,2,,15838
28454,24038,4,,15838
28454,24038,3,,15838
28454,24038,189,,15838
28455,13046,110,,39181
28455,13046,276,,39181
28455,13046,6,,39181
28455,13046,250,,39181
28455,13046,3,,39181
28455,13046,93,,39181
28455,13046,110,,39181
28455,13046,247,,39181
28455,13046,33,,39181
28455,13046,144,,39181
28455,24029,116,,21347
28455,24029,4,,21347
28455,24029,28,,21347
28455,24029,197,,21347
28455,24029,168,,21347
28455,24029,8,,21347
28455,24029,2,,21347
28455,24029,18,,21347
28455,24029,8,,21347
28455,24029,10,,21347
28455,24029,5,,21347
28455,24029,2,,21347
28455,24029,5,,21347
28455,24029,3,,21347
28455,24029,8,,21347
28455,24029,4,,21347
28455,24029,141,,21347
28455,24029,6,,21347
28455,24029,6,,21347
28455,24029,37,,21347
28455,24029,5,,21347
28455,24029,106,,21347
28455,24029,12,,21347
28455,24029,26,,21347
28455,24029,35,,21347
28455,24029,74,,21347
28455,24029,95,,21347
28455,24029,11,,21347
28455,24029,50,,21347
28455,24029,65,,21347
28455,24029,103,,21347
28455,24029,17,,21347
28456,13046,23,,39181
28456,13046,70,,39181
28456,13046,154,,39181
28456,13046,316,,39181
28456,13046,5,,39181
28456,13046,157,,39181
28456,13046,166,,39181
28456,13046,5,,39181
28456,13046,2,,39181
28456,13046,182,,39181
28456,13046,16,,39181
28456,13046,79,,39181
28456,13046,19,,39181
28456,13046,10,,39181
28456,13046,191,,39181
28456,13046,196,,39181
28456,13046,83,,39181
28456,13046,72,,39181
28456,13046,456,,39181
28456,13046,110,,39181
28456,24029,3,,21347
28456,24029,12,,21347
28456,24029,6,,21347
28456,24029,10,,21347
28456,24029,7,,21347
28456,24029,4,,21347
28456,24029,14,,21347
28456,24029,11,,21347
28456,24029,12,,21347
28456,24029,128,,21347
28456,24029,6,,21347
28456,30161,7,,34956
28457,13046,1000,,39181
28457,13046,274,,39181
28457,13046,8,,39181
28457,30056,23,,6752
28457,30129,5,,17888
28457,30129,374,,17888
28457,30129,4,,17888
28457,30129,3,,17888
28457,30129,159,,17888
28457,30129,5,,17888
28457,30129,1,,17888
28457,30129,12,,17888
28457,30129,74,,17888
28457,30129,319,,17888
28457,30129,368,,17888
28457,30129,42,,17888
28457,30129,22,,17888
28457,30129,46,,17888
28457,30129,36,,17888
28457,30129,32,,17888
28457,30129,145,,17888
28457,30129,165,,17888
28457,30129,2,,17888
28457,30129,20,,17888
28457,30129,13,,17888
28457,30129,4,,17888
28457,30161,239,,34956
28457,30161,5,,34956
28457,30161,76,,34956
28457,30161,3,,34956
28457,30161,3,,34956
28457,30161,2,,34956
28457,30161,3,,34956
28457,30161,8,,34956
28458,30129,6,,17888
28458,30129,7,,17888
28458,30129,18,,17888
28458,30129,7,,17888
28458,30129,31,,17888
28458,30129,4,,17888
28458,30129,7,,17888
28458,30129,7,,17888
28458,30129,50,,17888
28458,30129,5,,17888
28458,30129,12,,17888
28458,30129,4,,17888
28458,30129,17,,17888
28458,30129,5,,17888
28458,30129,8,,17888
28458,30155,6,,101743
28458,30155,238,,101743
28458,30155,351,,101743
28458,30155,6,,101743
28458,30155,4,,101743
28458,30155,9,,101743
28458,30155,1,,101743
28458,30155,59,,101743
28458,30155,5,,101743
28458,30155,16,,101743
28458,30155,9,,101743
28458,30155,2,,101743
28458,30155,23,,101743
28458,30155,9,,101743
28458,30155,5,,101743
28458,30155,7,,101743
28458,30155,47,,101743
28458,30155,19,,101743
28458,30155,76,,101743
28458,30155,2,,101743
28458,30155,85,,101743
28458,30155,630,,101743
28458,30155,574,,101743
28458,30155,189,,101743
28458,30161,15,,34956
28459,30155,131,,101743
28459,30155,388,,101743
28459,30155,392,,101743
28459,30155,81,,101743
28459,30155,347,,101743
28459,30155,349,,101743
28459,30155,112,,101743
28459,30155,233,,101743
28459,30155,253,,101743
28459,30155,64,,101743
28459,30155,498,,101743
28459,30155,319,,101743
28459,30155,574,,101743
28459,30155,13,,101743
28459,30155,344,,101743
28459,30155,103,,101743
28459,30155,509,,101743
28459,30155,347,,101743
28459,30155,118,,101743
28459,30155,6,,101743
28459,30155,6,,101743
28459,30155,185,,101743
28459,30155,172,,101743
28459,30155,258,,101743
28459,30155,588,,101743
28459,30155,142,,101743
28459,30155,379,,101743
28459,30155,287,,101743
28459,30155,318,,101743
28459,30155,186,,101743
28459,30155,347,,101743
28459,30155,100,,101743
28459,30155,414,,101743
28459,30155,298,,101743
28459,30155,186,,101743
28459,30155,308,,101743
28459,30155,615,,101743
28459,30155,263,,101743
28459,30155,371,,101743
28459,30155,176,,101743
28459,30155,10,,101743
28459,30155,504,,101743
28459,30155,174,,101743
28459,30155,290,,101743
28460,30155,2,,101743
28460,30155,223,,101743
28460,30155,289,,101743
28460,30155,3,,101743
28460,30155,8,,101743
28460,30155,29,,101743
28460,30155,410,,101743
28460,30155,86,,101743
28460,30155,308,,101743
28460,30155,493,,101743
28460,30155,65,,101743
28460,30155,142,,101743
28460,30155,429,,101743
28460,30155,249,,101743
28460,30155,390,,101743
28460,30155,272,,101743
28460,30155,217,,101743
28460,30155,158,,101743
28460,30155,749,,101743
28460,30155,464,,101743
28460,30155,131,,101743
28460,30155,132,,101743
28460,30155,281,,101743
28460,30155,241,,101743
28460,30155,275,,101743
28460,30155,411,,101743
28460,30155,416,,101743
28460,30155,283,,101743
28460,30155,487,,101743
28460,30155,222,,101743
28460,30155,399,,101743
28460,30155,240,,101743
28460,30155,199,,101743
28460,30155,107,,101743
28460,30155,152,,101743
28460,30155,374,,101743
28461,30155,5,,101743
28461,30155,3,,101743
28461,30155,324,,101743
28461,30155,6,,101743
28461,30155,2,,101743
28461,30155,3,,101743
28461,30155,8,,101743
28461,30155,3,,101743
28461,30155,14,,101743
28461,30155,129,,101743
28461,30155,2,,101743
28461,30155,151,,101743
28461,30155,5,,101743
28461,30155,14,,101743
28461,30155,8,,101743
28461,30155,5,,101743
28461,30155,5,,101743
28461,30155,18,,101743
28461,30155,173,,101743
28461,30155,287,,101743
28461,30155,1,,101743
28461,30155,4,,101743
28461,30155,63,,101743
28462,30063,210,,14688
28462,30063,121,,14688
28462,30063,405,,14688
28462,30063,15,,14688
28462,30063,93,,14688
28462,30063,541,,14688
28462,30063,153,,14688
28462,30063,5,,14688
28462,30078,642,,12713
28462,30078,21,,12713
28462,30155,1,,101743
28462,30155,2,,101743
28463,30035,8,,11081
28463,30035,32,,11081
28463,30035,22,,11081
28463,30035,371,,11081
28463,30035,591,,11081
28463,30035,134,,11081
28463,30035,224,,11081
28463,30035,395,,11081
28463,30035,229,,11081
28463,30035,342,,11081
28463,30035,2,,11081
28463,30063,11,,14688
28463,30063,584,,14688
28463,30063,600,,14688
28463,30063,36,,14688
28463,30063,41,,14688
28463,30063,495,,14688
28463,30063,26,,14688
28463,30063,371,,14688
28463,30063,311,,14688
