GRIDCODE,CVENTMUN,LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m),LONG_CARR_x_CELDA x CARRILES
294,07087,75871.41217,3737.068423
294,07087,75871.41217,3804.42833
294,07087,75871.41217,1299.512905
294,07087,75871.41217,4931.564127
294,07087,75871.41217,4279.09714
295,07087,75871.41217,164.5352435
645,07089,477718.3538,58.68431902
645,07089,477718.3538,4708.35556
646,07089,477718.3538,11721.50684
646,07089,477718.3538,3879.049788
646,07089,477718.3538,5928.012059
646,07089,477718.3538,2112.439091
646,07089,477718.3538,22.72970194
647,07087,75871.41217,126.418651
648,07087,75871.41217,18324.03466
648,07087,75871.41217,2256.345769
997,07054,121557.373,20508.28856
998,07089,477718.3538,5488.831725
998,07089,477718.3538,1029.669255
998,07089,477718.3538,36803.08264
998,07089,477718.3538,3323.657606
998,07089,477718.3538,4626.688532
999,07089,477718.3538,18402.49498
999,07089,477718.3538,2607.507346
999,07089,477718.3538,7011.088047
1000,07035,30190.10658,1921.769536
1000,07035,30190.10658,10459.50788
1000,07035,30190.10658,6481.788431
1001,07087,75871.41217,19430.29801
1349,07054,121557.373,18510.57323
1349,07054,121557.373,3764.996932
1350,07054,121557.373,1622.753522
1350,07054,121557.373,15567.07796
1350,07054,121557.373,5088.734354
1350,07054,121557.373,3826.141237
1350,07054,121557.373,3226.827429
1350,07054,121557.373,2570.965084
1350,07054,121557.373,524.6341292
1351,07089,477718.3538,407.5511869
1351,07089,477718.3538,715.9404389
1351,07089,477718.3538,17679.55772
1351,07089,477718.3538,18520.31896
1351,07089,477718.3538,4027.421815
1351,07089,477718.3538,4865.749781
1352,07089,477718.3538,1689.254418
1352,07089,477718.3538,1021.802653
1352,07089,477718.3538,7348.783505
1352,07089,477718.3538,18324.74306
1352,07089,477718.3538,6891.769521
1352,07089,477718.3538,1470.284957
1352,07089,477718.3538,2581.443765
1352,07089,477718.3538,151.6495963
1352,07089,477718.3538,921.1729399
1352,07089,477718.3538,192.9819823
1352,07089,477718.3538,8178.360039
1353,07055,12404.87461,14378.47513
1353,07055,12404.87461,3411.079498
1353,07055,12404.87461,6694.047569
1353,07055,12404.87461,15402.75406
1353,07055,12404.87461,3692.365588
1354,07035,30190.10658,1928.612698
1701,07054,121557.373,11328.08715
1702,07054,121557.373,1111.662603
1702,07054,121557.373,1233.393944
1703,07054,121557.373,7026.567728
1703,07054,121557.373,3991.72722
1703,07054,121557.373,4075.843326
1703,07054,121557.373,5069.399564
1703,07054,121557.373,13333.4188
1703,07054,121557.373,2748.014467
1703,07054,121557.373,1778.977597
1704,07089,477718.3538,17813.83183
1704,07089,477718.3538,10166.34889
1704,07089,477718.3538,9152.711159
1704,07089,477718.3538,997.9181682
1704,07089,477718.3538,4540.927636
1705,07089,477718.3538,4960.198769
1705,07089,477718.3538,2379.353249
1705,07089,477718.3538,15958.38996
1705,07089,477718.3538,33367.61454
1705,07089,477718.3538,4888.017282
1705,07089,477718.3538,1571.534416
1705,07089,477718.3538,3817.288244
1705,07089,477718.3538,2789.747229
1705,07089,477718.3538,3908.987338
1705,07089,477718.3538,8545.655133
1705,07089,477718.3538,222.5444979
1706,07102,126617.2129,7895.454849
1706,07102,126617.2129,9494.777973
1706,07102,126617.2129,5343.702596
1706,07102,126617.2129,8434.736317
1706,07102,126617.2129,4406.894284
1706,07102,126617.2129,1834.605517
1706,07102,126617.2129,12553.37502
1706,07102,126617.2129,8675.647227
1706,07102,126617.2129,2013.009528
1706,07102,126617.2129,3360.866289
1707,07102,126617.2129,19881.75754
2056,07037,106950.1796,12735.19624
2056,07037,106950.1796,2017.529417
2057,07037,106950.1796,5065.009955
2057,07037,106950.1796,25332.97317
2057,07037,106950.1796,9052.984805
2057,07037,106950.1796,1134.639073
2057,07037,106950.1796,278.1837769
2057,07037,106950.1796,5322.126647
2057,07037,106950.1796,2014.437098
2057,07037,106950.1796,3657.6783
2057,07037,106950.1796,456.2410137
2057,07037,106950.1796,1307.029645
2058,07089,477718.3538,4673.753106
2058,07089,477718.3538,3556.134111
2058,07089,477718.3538,2858.094355
2059,07089,477718.3538,253.7540345
2059,07089,477718.3538,1575.527457
2059,07089,477718.3538,3098.152777
2059,07089,477718.3538,7606.628469
2059,07089,477718.3538,1858.089945
2059,07089,477718.3538,3772.003532
2059,07089,477718.3538,14296.10252
2059,07089,477718.3538,4440.258475
2060,07102,126617.2129,1248.111553
2060,07102,126617.2129,6357.59259
2060,07102,126617.2129,6105.820453
2060,07102,126617.2129,1078.316519
2060,07102,126617.2129,4740.239111
2060,07102,126617.2129,1680.227026
2060,07102,126617.2129,205.0882708
2409,07103,78345.11539,23103.14365
2409,07103,78345.11539,1211.373129
2409,07103,78345.11539,558.2207808
2410,07103,78345.11539,17291.51307
2410,07103,78345.11539,3510.670239
2410,07103,78345.11539,10153.57177
2410,07103,78345.11539,8587.764764
2411,07089,477718.3538,19090.50996
2411,07089,477718.3538,2073.55439
2411,07089,477718.3538,18700.33953
2411,07089,477718.3538,7505.344684
2412,07089,477718.3538,5952.523371
2412,07089,477718.3538,70.51496462
2412,07089,477718.3538,12057.13124
2413,07105,24177.88317,32556.30217
2758,07003,51483.69295,2280.126881
2761,07071,36090.46417,1977.025399
2761,07071,36090.46417,38153.76574
2762,07103,78345.11539,1677.065464
2762,07103,78345.11539,3965.737185
2762,07103,78345.11539,17115.72106
2762,07103,78345.11539,4847.66946
2762,07103,78345.11539,7527.236067
2762,07103,78345.11539,6885.486608
2762,07103,78345.11539,4736.246778
2762,07103,78345.11539,6954.082619
2763,07103,78345.11539,15435.1931
2764,07089,477718.3538,6095.382028
2764,07089,477718.3538,4738.849735
2765,07089,477718.3538,21714.87816
3111,07003,51483.69295,9377.941687
3112,07003,51483.69295,3094.377233
3112,07003,51483.69295,2110.209324
3112,07003,51483.69295,2953.988022
3112,07003,51483.69295,444.5384707
3112,07003,51483.69295,406.4080051
3112,07003,51483.69295,1961.18941
3112,07003,51483.69295,286.9325965
3113,07071,36090.46417,853.5873478
3113,07071,36090.46417,4270.059926
3113,07071,36090.46417,2471.661015
3113,07071,36090.46417,7284.390721
3113,07071,36090.46417,2383.045633
3113,07071,36090.46417,2452.411777
3113,07071,36090.46417,6835.459521
3113,07071,36090.46417,14872.13911
3113,07071,36090.46417,653.7820795
3113,07071,36090.46417,706.9029244
3114,07071,36090.46417,1408.526583
3114,07071,36090.46417,2828.602041
3115,07057,161141.5488,20827.95409
3116,07057,161141.5488,908.6092478
3117,07057,161141.5488,7331.117052
