 GRID, CVE_ENT_MUN, frac, suma
   77699,  2002,  1.0738926E-02,  7.4351095E+06
   78051,  2002,  8.5424082E-03,  7.4351095E+06
   78403,  2002,  3.4793515E-03,  7.4351095E+06
   78404,  2002,  3.8541167E-03,  7.4351095E+06
   78407,  2002,  7.6614710E-04,  7.4351095E+06
   78756,  2002,  4.0589087E-03,  7.4351095E+06
   78757,  2002,  4.4681607E-03,  7.4351095E+06
   78758,  2002,  1.1521189E-03,  7.4351095E+06
   78759,  2002,  4.8594908E-03,  7.4351095E+06
   78760,  2002,  3.2734005E-03,  7.4351095E+06
   79106,  2002,  1.3587452E-02,  7.4351095E+06
   79107,  2002,  1.0766789E-01,  7.4351095E+06
   79108,  2002,  1.0282685E-01,  7.4351095E+06
   79109,  2002,  3.3038801E-03,  7.4351095E+06
   79113,  2002,  7.8849299E-03,  7.4351095E+06
   79114,  2002,  4.6429811E-03,  7.4351095E+06
   79459,  2002,  1.6498294E-02,  7.4351095E+06
   79460,  2002,  1.0669911E-01,  7.4351095E+06
   79461,  2002,  5.7948414E-02,  7.4351095E+06
   79468,  2002,  5.5605345E-03,  7.4351095E+06
   79098,  2003,  1.1132146E-01,  7.0609094E+05
   79099,  2003,  6.2203370E-03,  7.0609094E+05
   79447,  2003,  3.8520007E-03,  7.0609094E+05
   79448,  2003,  4.2377305E-01,  7.0609094E+05
   78737,  2004,  2.6607185E-04,  1.2629346E+06
   78738,  2004,  5.3863976E-02,  1.2629346E+06
   78739,  2004,  2.9418599E-03,  1.2629346E+06
   79090,  2004,  5.3586960E-02,  1.2629346E+06
   79091,  2004,  2.1401019E-01,  1.2629346E+06
   79092,  2004,  9.4317738E-04,  1.2629346E+06
   79093,  2004,  1.6454786E-01,  1.2629346E+06
   79094,  2004,  3.5929438E-02,  1.2629346E+06
   78032,  2005,  1.5736299E-02,  1.1152212E+06
   78033,  2005,  2.6159966E-02,  1.1152212E+06
   78384,  2005,  2.0504892E-02,  1.1152212E+06
   78737,  2005,  3.8001078E-01,  1.1152212E+06
   78738,  2005,  2.3171494E-02,  1.1152212E+06
   79090,  2005,  3.4508087E-02,  1.1152212E+06
   79091,  2005,  2.8549645E-03,  1.1152212E+06
   44188,  3001,  1.7667850E-02,  8.8023394E+05
   44189,  3001,  7.3035970E-02,  8.8023394E+05
   45252,  3001,  7.0478976E-02,  8.8023394E+05
   45253,  3001,  6.2070447E-01,  8.8023394E+05
   45605,  3001,  1.0573111E-02,  8.8023394E+05
   46310,  3001,  5.3387554E-04,  8.8023394E+05
   46311,  3001,  2.0700577E-01,  8.8023394E+05
   53369,  3002,  1.0054539E-02,  7.0761494E+05
   53370,  3002,  1.5199931E-01,  7.0761494E+05
   55132,  3002,  5.4201959E-03,  7.0761494E+05
   55485,  3002,  2.0165908E-01,  7.0761494E+05
   56885,  3002,  1.9322973E-01,  7.0761494E+05
   57575,  3002,  8.5907698E-02,  7.0761494E+05
   58643,  3002,  3.4336340E-01,  7.0761494E+05
   58644,  3002,  9.0070972E-03,  7.0761494E+05
   38207,  3003,  3.7064277E-02,  2.3811810E+06
   38208,  3003,  5.6072116E-02,  2.3811810E+06
   40678,  3003,  1.3827853E-01,  2.3811810E+06
   41030,  3003,  8.4673993E-02,  2.3811810E+06
   41031,  3003,  5.8460176E-01,  2.3811810E+06
   41032,  3003,  6.2902056E-02,  2.3811810E+06
   41384,  3003,  3.7657671E-02,  2.3811810E+06
   41385,  3003,  4.7556713E-04,  2.3811810E+06
   35387,  3008,  1.3664104E-02,  2.0519015E+06
   35739,  3008,  2.1513304E-01,  2.0519015E+06
   35740,  3008,  2.6971391E-01,  2.0519015E+06
   36095,  3008,  2.4441740E-02,  2.0519015E+06
   36448,  3008,  4.0649825E-01,  2.0519015E+06
   36801,  3008,  7.0548959E-02,  2.0519015E+06
   49493,  3009,  1.0000000E+00,  2.5720242E+05
   25730,  4001,  2.2793011E-01,  4.4453169E+05
   26082,  4001,  1.2262332E-01,  4.4453169E+05
   26083,  4001,  4.5252380E-01,  4.4453169E+05
   26084,  4001,  7.7734748E-03,  4.4453169E+05
   26436,  4001,  9.3941294E-02,  4.4453169E+05
   26437,  4001,  9.5208012E-02,  4.4453169E+05
   23253,  4002,  7.9875924E-03,  1.3490230E+06
   23254,  4002,  1.3358963E-03,  1.3490230E+06
   23255,  4002,  4.3200653E-02,  1.3490230E+06
   23606,  4002,  1.3064326E-02,  1.3490230E+06
   23607,  4002,  4.8626775E-01,  1.3490230E+06
   23608,  4002,  4.2851335E-01,  1.3490230E+06
   23961,  4002,  1.9630468E-02,  1.3490230E+06
   17940,  4003,  6.5150872E-02,  9.3794631E+05
   17941,  4003,  3.9889742E-02,  9.3794631E+05
   17942,  4003,  2.2976762E-02,  9.3794631E+05
   17943,  4003,  5.1179980E-03,  9.3794631E+05
   17945,  4003,  1.9267800E-01,  9.3794631E+05
   17946,  4003,  2.1573785E-01,  9.3794631E+05
   18298,  4003,  8.8580631E-02,  9.3794631E+05
   18299,  4003,  2.0453325E-01,  9.3794631E+05
   18655,  4003,  8.6436287E-02,  9.3794631E+05
   19008,  4003,  6.3996459E-03,  9.3794631E+05
   19717,  4003,  2.1205393E-03,  9.3794631E+05
   19718,  4003,  7.0378423E-02,  9.3794631E+05
   20075,  4004,  1.2292950E-01,  5.8777712E+05
   20428,  4004,  1.8226856E-05,  5.8777712E+05
   20431,  4004,  1.0296577E-01,  5.8777712E+05
   21487,  4004,  1.2629628E-01,  5.8777712E+05
   21488,  4004,  3.2006446E-01,  5.8777712E+05
   22194,  4004,  6.8179943E-02,  5.8777712E+05
   22195,  4004,  6.5223269E-02,  5.8777712E+05
   22196,  4004,  7.6469153E-02,  5.8777712E+05
   22547,  4004,  3.8270280E-02,  5.8777712E+05
   22900,  4004,  7.9583101E-02,  5.8777712E+05
   25023,  4005,  5.5335349E-01,  2.3361222E+05
   25376,  4005,  1.3775869E-01,  2.3361222E+05
   25377,  4005,  3.0888778E-01,  2.3361222E+05
   22912,  4006,  2.8455079E-01,  1.8732778E+05
   23615,  4006,  4.8061988E-01,  1.8732778E+05
   24675,  4006,  2.3482935E-01,  1.8732778E+05
   16177,  4007,  6.3745916E-02,  3.6447262E+04
   16178,  4007,  8.9457828E-01,  3.6447262E+04
   16531,  4007,  4.1675780E-02,  3.6447262E+04
   24669,  4008,  1.2155866E-02,  8.4586141E+04
   24670,  4008,  9.8784411E-01,  8.4586141E+04
   17958,  4009,  2.4892879E-01,  4.0934022E+05
   18311,  4009,  7.5107121E-01,  4.0934022E+05
   18327,  4010,  1.0000000E+00,  6.9524094E+04
   16190,  4011,  7.1716696E-01,  1.1069152E+05
   16543,  4011,  2.8283304E-01,  1.1069152E+05
   53486,  5001,  1.0000000E+00,  3.8497707E+04
   62668,  5002,  3.6278445E-01,  1.2983032E+06
   62669,  5002,  6.3721555E-01,  1.2983032E+06
   58434,  5003,  1.0000000E+00,  2.5670881E+05
   45726,  5004,  1.5168397E-01,  2.5819600E+05
   45727,  5004,  1.6518272E-01,  2.5819600E+05
   46078,  5004,  2.0957498E-02,  2.5819600E+05
   46079,  5004,  6.6217577E-01,  2.5819600E+05
   51729,  5005,  5.8653545E-02,  6.6702234E+04
   52082,  5005,  9.4134641E-01,  6.6702234E+04
   51720,  5006,  1.3174487E-02,  3.5236425E+05
   51721,  5006,  9.8682553E-01,  3.5236425E+05
   52420,  5007,  1.0000000E+00,  1.2281832E+05
   53486,  5008,  1.0000000E+00,  5.0117109E+04
   47111,  5009,  3.1133190E-01,  3.6288003E+05
   47112,  5009,  2.0195862E-02,  3.6288003E+05
   47464,  5009,  6.6235793E-01,  3.6288003E+05
   47465,  5009,  6.1126146E-03,  3.6288003E+05
   47817,  5009,  1.7057830E-06,  3.6288003E+05
   52073,  5010,  2.1383059E-01,  6.0235656E+05
   52074,  5010,  4.7793319E-03,  6.0235656E+05
   52426,  5010,  5.8240533E-01,  6.0235656E+05
   52427,  5010,  1.7613976E-01,  6.0235656E+05
   52779,  5010,  2.2844993E-02,  6.0235656E+05
   45366,  5011,  1.3219373E-02,  6.9921492E+04
   45719,  5011,  9.8678070E-01,  6.9921492E+04
   58439,  5012,  1.0000000E+00,  1.1122677E+05
   55973,  5013,  8.1478311E-03,  9.3033578E+04
   55974,  5013,  9.9185216E-01,  9.3033578E+04
   61257,  5014,  2.7988335E-01,  1.9190191E+05
   61610,  5014,  1.8595342E-01,  1.9190191E+05
   61613,  5014,  5.3416318E-01,  1.9190191E+05
   55258,  5015,  1.0000000E+00,  4.9416074E+04
   52776,  5016,  1.0000000E+00,  8.5912688E+04
   46052,  5017,  6.7053405E-03,  6.2983394E+05
   46053,  5017,  2.3355435E-01,  6.2983394E+05
   46054,  5017,  6.1917432E-02,  6.2983394E+05
   46405,  5017,  2.2633208E-01,  6.2983394E+05
   46406,  5017,  2.4520828E-01,  6.2983394E+05
   46758,  5017,  8.1337303E-02,  6.2983394E+05
   47111,  5017,  1.4494517E-01,  6.2983394E+05
   51721,  5018,  5.6907843E-04,  1.9790798E+06
   52073,  5018,  6.7651413E-02,  1.9790798E+06
   52074,  5018,  5.9787470E-01,  1.9790798E+06
   52427,  5018,  3.3390480E-01,  1.9790798E+06
   58786,  5019,  4.5666194E-01,  1.6894269E+05
   58787,  5019,  5.4333806E-01,  1.6894269E+05
   55252,  5020,  5.1822416E-02,  8.6108269E+05
   55605,  5020,  8.9003809E-02,  8.6108269E+05
   55957,  5020,  4.7647722E-02,  8.6108269E+05
   55958,  5020,  2.3385720E-02,  8.6108269E+05
   56308,  5020,  4.5611981E-02,  8.6108269E+05
   56309,  5020,  3.7281317E-01,  8.6108269E+05
   56310,  5020,  2.3123065E-01,  8.6108269E+05
   56661,  5020,  5.3593703E-03,  8.6108269E+05
   56662,  5020,  4.0397558E-02,  8.6108269E+05
   56663,  5020,  9.2727564E-02,  8.6108269E+05
   52778,  5021,  1.0000000E+00,  1.2891340E+05
   58788,  5022,  5.4618245E-01,  6.0635475E+05
   59496,  5022,  1.2399944E-01,  6.0635475E+05
   59849,  5022,  3.2981810E-01,  6.0635475E+05
   52758,  5023,  3.3630574E-01,  1.3870095E+05
   53828,  5023,  6.3440287E-01,  1.3870095E+05
   54181,  5023,  2.9291444E-02,  1.3870095E+05
   45711,  5024,  3.8625640E-01,  4.5860438E+05
   45712,  5024,  3.0272454E-01,  4.5860438E+05
   46064,  5024,  2.8574648E-01,  4.5860438E+05
   46065,  5024,  2.5272558E-02,  4.5860438E+05
   59849,  5025,  6.1672997E-01,  1.5651825E+06
   59850,  5025,  4.4301767E-02,  1.5651825E+06
   60202,  5025,  3.2433480E-01,  1.5651825E+06
   60203,  5025,  1.4633445E-02,  1.5651825E+06
   54549,  5026,  5.8532095E-01,  6.4457941E+04
   54550,  5026,  4.1467908E-01,  6.4457941E+04
   46078,  5027,  2.9816103E-01,  6.8435900E+05
   46431,  5027,  7.0183897E-01,  6.8435900E+05
   55252,  5028,  1.6851927E-04,  9.5910538E+05
   55605,  5028,  3.1849321E-03,  9.5910538E+05
   56312,  5028,  1.7158025E-03,  9.5910538E+05
   56313,  5028,  7.7268189E-01,  9.5910538E+05
   56665,  5028,  1.3223675E-01,  9.5910538E+05
   56666,  5028,  9.0012074E-02,  9.5910538E+05
   52423,  5029,  2.1287534E-01,  6.3634656E+04
   52424,  5029,  2.5976621E-02,  6.3634656E+04
   52776,  5029,  7.4779636E-01,  6.3634656E+04
   52777,  5029,  1.3351638E-02,  6.3634656E+04
   45371,  5030,  4.0790647E-02,  4.8957115E+06
   45372,  5030,  7.2431313E-03,  4.8957115E+06
   45724,  5030,  2.0842747E-01,  4.8957115E+06
   45725,  5030,  4.1054761E-01,  4.8957115E+06
   45726,  5030,  2.8754417E-02,  4.8957115E+06
   46077,  5030,  8.4438890E-02,  4.8957115E+06
   46078,  5030,  2.1098052E-01,  4.8957115E+06
   46079,  5030,  8.8173626E-03,  4.8957115E+06
   52778,  5031,  7.0891237E-01,  2.9397722E+05
   52779,  5031,  2.9108754E-01,  2.9397722E+05
   56664,  5032,  9.9169508E-02,  5.8875631E+05
   56665,  5032,  9.0083045E-01,  5.8875631E+05
   47114,  5033,  3.8628155E-01,  5.2000619E+05
   47115,  5033,  3.1064811E-01,  5.2000619E+05
   47465,  5033,  9.3539760E-02,  5.2000619E+05
   47466,  5033,  1.8833120E-01,  5.2000619E+05
   47467,  5033,  1.1972805E-02,  5.2000619E+05
   47468,  5033,  9.2265951E-03,  5.2000619E+05
   53814,  5034,  4.1167104E-01,  6.4732312E+04
   56990,  5034,  5.8832896E-01,  6.4732312E+04
   46050,  5035,  2.2951819E-02,  4.5132450E+06
   46051,  5035,  2.7543473E-01,  4.5132450E+06
   46052,  5035,  8.5091405E-03,  4.5132450E+06
   46403,  5035,  1.6063872E-01,  4.5132450E+06
   46404,  5035,  4.1239768E-01,  4.5132450E+06
   46405,  5035,  8.1607714E-02,  4.5132450E+06
   46757,  5035,  3.8460281E-02,  4.5132450E+06
   45351,  5036,  7.9623446E-02,  7.0728119E+05
   45352,  5036,  7.7891182E-03,  7.0728119E+05
   57729,  5037,  2.6420078E-01,  1.6039380E+05
   58082,  5037,  7.3579919E-01,  1.6039380E+05
   59139,  5038,  1.0000000E+00,  2.1791639E+05
   17803,  6001,  4.4956636E-01,  1.9429753E+05
   17804,  6001,  4.0276057E-01,  1.9429753E+05
   18157,  6001,  1.4767307E-01,  1.9429753E+05
   18865,  6002,  1.8003009E-01,  1.0124724E+06
   18866,  6002,  1.4710757E-01,  1.0124724E+06
   19218,  6002,  3.8113868E-01,  1.0124724E+06
   19219,  6002,  2.9172367E-01,  1.0124724E+06
   19218,  6003,  6.6264004E-02,  1.1237129E+05
   19571,  6003,  8.5779274E-01,  1.1237129E+05
   19572,  6003,  7.5943284E-02,  1.1237129E+05
   18863,  6004,  3.9829999E-01,  1.2010655E+05
   18864,  6004,  5.9076530E-01,  1.2010655E+05
   18865,  6004,  6.6584004E-03,  1.2010655E+05
   19218,  6004,  4.2762426E-03,  1.2010655E+05
   18866,  6005,  2.5492866E-04,  2.1425116E+05
   19219,  6005,  1.6541088E-01,  2.1425116E+05
   19573,  6005,  8.3433419E-01,  2.1425116E+05
   18159,  6006,  1.0000000E+00,  2.4528713E+04
   18152,  6007,  1.2901835E-01,  8.4687294E+05
   18153,  6007,  1.6414538E-01,  8.4687294E+05
   18504,  6007,  1.8572677E-02,  8.4687294E+05
   18505,  6007,  4.6907440E-01,  8.4687294E+05
   18506,  6007,  1.9244719E-01,  8.4687294E+05
   18858,  6007,  2.6742026E-02,  8.4687294E+05
   19567,  6008,  7.7095032E-02,  4.0814336E+04
   19568,  6008,  8.6639363E-01,  4.0814336E+04
   19921,  6008,  5.6511343E-02,  4.0814336E+04
   16747,  6009,  3.0343296E-04,  6.1007200E+05
   17100,  6009,  5.7085998E-02,  6.1007200E+05
   17451,  6009,  1.2887186E-01,  6.1007200E+05
   17452,  6009,  4.4235095E-02,  6.1007200E+05
   17804,  6009,  4.8878595E-01,  6.1007200E+05
   17805,  6009,  2.2229502E-01,  6.1007200E+05
   18510,  6009,  1.2522742E-04,  6.1007200E+05
   18511,  6009,  5.8297414E-02,  6.1007200E+05
   19218,  6010,  1.0000000E+00,  6.5331144E+05
    3464,  7001,  2.1993287E-02,  5.8816266E+04
    3465,  7001,  9.7800672E-01,  5.8816266E+04
    8756,  7002,  1.4197154E-01,  1.4672897E+05
    8757,  7002,  3.8832542E-01,  1.4672897E+05
    8758,  7002,  4.6970302E-01,  1.4672897E+05
    3112,  7003,  5.6062132E-01,  9.8004172E+04
    3464,  7003,  2.5100771E-01,  9.8004172E+04
    3465,  7003,  1.8837099E-01,  9.8004172E+04
    9825,  7004,  4.7117388E-01,  1.3410830E+05
    9826,  7004,  5.2882606E-01,  1.3410830E+05
   12287,  7005,  1.0000000E+00,  2.6774115E+04
    4178,  7006,  3.1342521E-01,  2.0252957E+04
    4884,  7006,  6.8070430E-01,  2.0252957E+04
    4885,  7006,  5.8704708E-03,  2.0252957E+04
    8762,  7007,  1.0000000E+00,  9.4064594E+04
    5582,  7008,  2.7037978E-01,  1.0579269E+05
    5935,  7008,  7.2962022E-01,  1.0579269E+05
    6625,  7009,  1.1702628E-01,  3.0985384E+05
    6978,  7009,  4.5529121E-04,  3.0985384E+05
    6980,  7009,  8.8251841E-01,  3.0985384E+05
    4177,  7010,  1.0000000E+00,  5.4328647E+03
    4529,  7011,  9.4881719E-01,  2.3269297E+04
    4882,  7011,  5.1182870E-02,  2.3269297E+04
    9458,  7012,  1.8078566E-01,  1.6320447E+05
    9459,  7012,  4.3209856E-03,  1.6320447E+05
    9811,  7012,  8.1489336E-01,  1.6320447E+05
   10521,  7013,  1.0000000E+00,  7.3087914E+04
   10876,  7014,  1.0000000E+00,  3.0727049E+04
    2059,  7015,  4.7226965E-01,  1.2534114E+05
    2060,  7015,  3.5995424E-01,  1.2534114E+05
    2412,  7015,  1.6777614E-01,  1.2534114E+05
   14061,  7016,  1.0000000E+00,  3.4445309E+04
    8746,  7017,  1.0788102E-01,  3.0025000E+05
    9099,  7017,  3.3365601E-01,  3.0025000E+05
    9100,  7017,  5.5846292E-01,  3.0025000E+05
   11224,  7018,  1.0000000E+00,  3.4622852E+04
    7354,  7019,  2.7836040E-01,  6.8276312E+05
    7706,  7019,  3.0049210E-02,  6.8276312E+05
    7707,  7019,  6.9159031E-01,  6.8276312E+05
    6639,  7020,  4.6181045E-03,  1.4936269E+05
    6640,  7020,  4.3806478E-01,  1.4936269E+05
    6994,  7020,  5.5731708E-01,  1.4936269E+05
   10870,  7021,  1.0000000E+00,  5.1894738E+04
   10524,  7022,  8.5225397E-01,  2.1010838E+04
   10525,  7022,  1.4774606E-01,  2.1010838E+04
    9818,  7023,  9.7624475E-01,  5.1806027E+04
   10171,  7023,  2.3755286E-02,  5.1806027E+04
    9117,  7024,  1.0135858E-01,  1.4688583E+05
    9470,  7024,  8.9864141E-01,  1.4688583E+05
   11930,  7025,  1.0000000E+00,  2.0191275E+04
   10171,  7026,  1.0000000E+00,  2.5243523E+04
    9108,  7027,  2.4127918E-03,  2.9853231E+05
    9460,  7027,  3.0559182E-02,  2.9853231E+05
    9461,  7027,  9.6702808E-01,  2.9853231E+05
    8758,  7028,  5.8311835E-02,  3.4119363E+04
    8759,  7028,  9.4168824E-01,  3.4119363E+04
   10519,  7029,  1.0000000E+00,  3.4196566E+04
    5234,  7030,  5.1758033E-01,  8.2929562E+04
    5235,  7030,  1.1309849E-01,  8.2929562E+04
    5587,  7030,  2.8058797E-01,  8.2929562E+04
    5588,  7030,  2.4805471E-02,  8.2929562E+04
    5940,  7030,  6.1437745E-02,  8.2929562E+04
    5941,  7030,  2.4899696E-03,  8.2929562E+04
   10882,  7031,  2.7306959E-01,  1.0583488E+05
   10883,  7031,  2.0577826E-01,  1.0583488E+05
   11234,  7031,  4.5438412E-01,  1.0583488E+05
   11235,  7031,  6.6768020E-02,  1.0583488E+05
    3465,  7032,  8.3520466E-01,  9.2800953E+04
    3466,  7032,  3.4418676E-04,  9.2800953E+04
    3467,  7032,  1.6445106E-01,  9.2800953E+04
   11928,  7033,  8.9825344E-01,  9.3084102E+03
   11929,  7033,  1.0174648E-01,  9.3084102E+03
    4883,  7034,  3.7035412E-01,  1.5280991E+05
    5236,  7034,  2.8012186E-01,  1.5280991E+05
    5238,  7034,  3.4952402E-01,  1.5280991E+05
    1001,  7035,  1.5769495E-02,  2.9642945E+04
    1353,  7035,  2.9270867E-01,  2.9642945E+04
    1354,  7035,  6.9152176E-01,  2.9642945E+04
    4176,  7036,  1.2243580E-02,  2.3387850E+04
    4529,  7036,  9.8775637E-01,  2.3387850E+04
    2056,  7037,  3.5402086E-02,  8.5377344E+04
    2057,  7037,  9.6459800E-01,  8.5377344E+04
    9468,  7038,  1.0000000E+00,  4.8270281E+04
   11582,  7039,  4.6476755E-01,  1.7421332E+04
   11583,  7039,  5.3523248E-01,  1.7421332E+04
    2762,  7040,  1.0000000E+00,  1.9981120E+05
    7356,  7041,  2.2123906E-01,  1.9422986E+05
    7357,  7041,  3.7475693E-01,  1.9422986E+05
    7708,  7041,  3.9548960E-01,  1.9422986E+05
    7709,  7041,  2.9644731E-03,  1.9422986E+05
    8062,  7041,  5.5499598E-03,  1.9422986E+05
   11932,  7042,  1.0000000E+00,  2.8356584E+04
   12283,  7043,  5.2048290E-01,  3.9073418E+04
   12284,  7043,  3.4384824E-02,  3.9073418E+04
   12636,  7043,  3.0316436E-01,  3.9073418E+04
   12637,  7043,  1.4196791E-01,  3.9073418E+04
    9815,  7044,  1.0000000E+00,  3.8720582E+04
   12637,  7045,  2.6792261E-01,  1.2263532E+04
   12638,  7045,  7.3207736E-01,  1.2263532E+04
    7686,  7046,  2.7747127E-01,  1.1980173E+05
    9100,  7046,  2.4119613E-01,  1.1980173E+05
    9101,  7046,  4.8133260E-01,  1.1980173E+05
   10874,  7047,  2.4288853E-01,  3.4041715E+04
   10875,  7047,  7.5711155E-01,  3.4041715E+04
   12988,  7048,  1.7016314E-01,  6.7597188E+04
   13341,  7048,  8.2983685E-01,  6.7597188E+04
   10170,  7049,  1.0000000E+00,  2.5885352E+04
   14064,  7050,  9.8569834E-01,  3.3513438E+04
   14065,  7050,  1.4301630E-02,  3.3513438E+04
    3815,  7051,  9.7009802E-01,  1.8738527E+05
    3816,  7051,  2.9197697E-02,  1.8738527E+05
    4168,  7051,  7.0427853E-04,  1.8738527E+05
    7708,  7052,  3.3907869E-03,  2.0318066E+05
    7709,  7052,  4.3459218E-02,  2.0318066E+05
    8061,  7052,  3.8816592E-01,  2.0318066E+05
    8062,  7052,  4.6869665E-01,  2.0318066E+05
    8414,  7052,  3.0279579E-03,  2.0318066E+05
    8767,  7052,  9.3259484E-02,  2.0318066E+05
    3824,  7053,  1.0000000E+00,  1.0834001E+04
    1350,  7054,  6.2834322E-01,  9.2959859E+04
    1703,  7054,  3.7165675E-01,  9.2959859E+04
    1353,  7055,  1.0000000E+00,  1.8608156E+04
   10171,  7056,  1.0000000E+00,  5.7120923E+03
    3823,  7057,  1.0000000E+00,  1.3635347E+05
    8407,  7058,  1.0000000E+00,  2.5379330E+04
    8429,  7059,  5.7707680E-04,  5.2119919E+05
   10176,  7059,  7.0182197E-02,  5.2119919E+05
   10187,  7059,  1.6881448E-03,  5.2119919E+05
   10188,  7059,  1.1022754E-01,  5.2119919E+05
   10529,  7059,  6.0272146E-02,  5.2119919E+05
   10530,  7059,  2.3526389E-03,  5.2119919E+05
   10531,  7059,  5.0471038E-01,  5.2119919E+05
   10541,  7059,  6.0648981E-02,  5.2119919E+05
   10545,  7059,  1.8934092E-01,  5.2119919E+05
   11577,  7060,  1.0000000E+00,  2.1535711E+04
    9456,  7061,  3.6021058E-02,  2.2920414E+05
    9457,  7061,  8.3821064E-01,  2.2920414E+05
    9809,  7061,  1.2576833E-01,  2.2920414E+05
   12281,  7062,  1.0000000E+00,  2.1714385E+04
   10166,  7063,  9.7708154E-01,  2.9174014E+04
   10519,  7063,  2.2918481E-02,  2.9174014E+04
    9822,  7064,  5.7548440E-01,  7.3487477E+04
   10173,  7064,  2.8224954E-02,  7.3487477E+04
   10174,  7064,  3.9629066E-01,  7.3487477E+04
   13002,  7065,  3.5534456E-01,  2.9963459E+05
   13003,  7065,  3.4877801E-01,  2.9963459E+05
   13355,  7065,  2.7432814E-01,  2.9963459E+05
   13356,  7065,  2.1549361E-02,  2.9963459E+05
   10879,  7066,  1.0000000E+00,  4.4058668E+04
   11578,  7067,  1.0000000E+00,  1.9678748E+04
   12636,  7068,  5.4664969E-01,  6.8987039E+04
   12989,  7068,  4.5335034E-01,  6.8987039E+04
    4870,  7069,  8.4852839E-01,  1.4776634E+05
    4871,  7069,  1.5147164E-01,  1.4776634E+05
    4176,  7070,  1.0000000E+00,  1.8059943E+04
    2760,  7071,  1.3116690E-03,  1.0477762E+05
    2761,  7071,  1.0148939E-03,  1.0477762E+05
    3113,  7071,  8.9978051E-01,  1.0477762E+05
    3114,  7071,  9.7892933E-02,  1.0477762E+05
   11227,  7072,  5.2887952E-01,  1.1899488E+05
   11579,  7072,  8.8913508E-02,  1.1899488E+05
   11580,  7072,  3.8220695E-01,  1.1899488E+05
