 GRID, CVE_ENT_MUN, frac, suma
    5531, 20159,  3.3157803E-02,  2.2174470E+05
    5536, 20085,  5.1039708E-01,  3.4994957E+04
    5537, 20306,  1.7293915E+00,  2.9610789E+04
    5542, 20266,  1.8250072E-01,  1.0911611E+05
    5546, 20307,  1.7273016E-01,  1.1055845E+05
    5547, 20307,  2.5830448E-01,  1.1055845E+05
    5548, 20453,  5.0554270E-01,  4.0276945E+04
    5549, 20515,  9.5429964E-02,  2.2505884E+05
    5550, 20515,  1.1477006E-02,  2.2505884E+05
    5570,  7097,  3.9994933E-02,  4.4032375E+05
    5571,  7097,  3.1172365E-02,  4.4032375E+05
    5572,  7097,  2.7684225E-02,  4.4032375E+05
    5573,  7097,  9.7123958E-02,  4.4032375E+05
    5574,  7097,  3.9279956E-02,  4.4032375E+05
    5582,  7008,  6.5524858E-01,  2.8390150E+04
    5587,  7030,  3.9318308E-01,  6.1927633E+04
    5591,  7034,  1.7430027E-01,  1.1873047E+05
    5872, 20414,  1.8703073E-02,  3.8982797E+04
    5873, 20414,  1.2746227E-01,  3.8982797E+04
    5875, 20467,  1.0018742E-01,  1.4355214E+05
    5876, 20334,  6.4728558E-02,  2.3505009E+05
    5877, 20334,  1.3067925E-01,  2.3505009E+05
    5879, 20364,  1.7955549E-01,  6.6282547E+04
    5880, 20364,  1.6410823E-01,  6.6282547E+04
    5882, 20526,  1.3210399E+00,  2.1618424E+04
    5883, 20202,  7.2745878E-01,  4.7048637E+04
    5884, 20159,  9.2380121E-02,  2.2174470E+05
    5885, 20159,  1.0594170E-01,  2.2174470E+05
    5887, 20366,  1.3544071E+00,  2.6936904E+04
    5889, 20085,  6.9457442E-01,  3.4994957E+04
    5890, 20254,  7.9592383E-01,  8.9716367E+04
    5891, 20424,  6.1455595E-01,  2.4926967E+04
    5892, 20424,  1.2349764E-01,  2.4926967E+04
    5900, 20307,  2.4919799E-02,  1.1055845E+05
    5903, 20515,  1.0717935E-01,  2.2505884E+05
    5922,  7097,  4.8331250E-02,  4.4032375E+05
    5923,  7097,  6.9073431E-02,  4.4032375E+05
    5924,  7097,  7.2935760E-02,  4.4032375E+05
    5925,  7097,  9.1629080E-02,  4.4032375E+05
    5934,  7020,  1.0760315E-02,  2.1795566E+05
    5935,  7008,  9.3392444E-01,  2.8390150E+04
    5939,  7020,  8.5529566E-02,  2.1795566E+05
    5940,  7030,  2.0454362E-01,  6.1927633E+04
    5944,  7034,  2.1453454E-01,  1.1873047E+05
    6225, 20482,  1.4274871E-01,  1.4130833E+05
    6226, 20414,  5.0214630E-01,  3.8982797E+04
    6227, 20467,  3.8528357E-02,  1.4355214E+05
    6228, 20467,  2.3448759E-01,  1.4355214E+05
    6229, 20467,  1.4701988E-01,  1.4355214E+05
    6230, 20334,  5.1798657E-02,  2.3505009E+05
    6231, 20334,  8.9630619E-02,  2.3505009E+05
    6233, 20364,  1.3738471E-01,  6.6282547E+04
    6234, 20364,  8.4532842E-02,  6.6282547E+04
    6235, 20202,  2.4236074E-01,  4.7048637E+04
    6236, 20202,  4.3769640E-01,  4.7048637E+04
    6237, 20159,  2.0775658E-01,  2.2174470E+05
    6238, 20159,  3.4127229E-01,  2.2174470E+05
    6239, 20344,  1.6112206E+00,  3.2825094E+04
    6240, 20291,  6.0958785E-01,  5.9000285E+04
    6242, 20391,  8.2891703E-01,  1.6169150E+04
    6243, 20347,  1.9668399E+00,  3.4073434E+04
    6244, 20347,  1.0517690E+00,  3.4073434E+04
    6245, 20512,  1.8276970E+00,  3.0649209E+03
    6250, 20125,  5.4346349E-02,  1.0711452E+05
    6251, 20008,  5.4779994E-01,  3.8326250E+04
    6256, 20515,  5.0082020E-02,  2.2505884E+05
    6257, 20515,  1.2572750E-01,  2.2505884E+05
    6258, 20079,  2.5252268E-02,  5.6207070E+04
    6274,  7097,  6.9242446E-03,  4.4032375E+05
    6275,  7097,  7.2895631E-02,  4.4032375E+05
    6276,  7097,  1.2561560E-01,  4.4032375E+05
    6277,  7097,  4.0993009E-02,  4.4032375E+05
    6280,  7107,  7.0946272E-03,  3.3095147E+05
    6281,  7107,  3.4656733E-02,  3.3095147E+05
    6282,  7107,  2.1659361E-02,  3.3095147E+05
    6285,  7107,  8.0082417E-03,  3.3095147E+05
    6286,  7020,  3.5966605E-02,  2.1795566E+05
    6287,  7020,  1.3299489E-01,  2.1795566E+05
    6291,  7020,  5.9510931E-02,  2.1795566E+05
    6292,  7020,  1.5186420E-02,  2.1795566E+05
    6296,  7099,  4.1216187E-02,  4.3848566E+05
    6297,  7099,  8.6497806E-02,  4.3848566E+05
    6298,  7099,  4.6582010E-02,  4.3848566E+05
    6571, 12023,  4.8998944E-02,  1.5240675E+05
    6573, 20485,  2.1434645E-01,  6.7431606E+03
    6574, 20507,  1.4010754E+00,  6.4498140E+03
    6575, 20482,  1.2159298E-01,  1.4130833E+05
    6577, 20482,  9.1739908E-02,  1.4130833E+05
    6578, 20482,  2.3948956E-01,  1.4130833E+05
    6579, 20414,  9.5102733E-01,  3.8982797E+04
    6580, 20467,  3.3878621E-01,  1.4355214E+05
    6581, 20489,  9.8935318E-01,  1.4248210E+04
    6583, 20543,  6.0190243E-01,  1.8793711E+04
    6584, 20543,  5.5821747E-01,  1.8793711E+04
    6585, 20272,  7.9982318E-02,  1.6749541E+04
    6586, 20364,  7.6958001E-01,  6.6282547E+04
    6587, 20202,  1.8459252E-01,  4.7048637E+04
    6588, 20202,  5.4182309E-01,  4.7048637E+04
    6589, 20314,  1.2352706E-02,  2.1364729E+04
    6590, 20159,  8.1231929E-02,  2.2174470E+05
    6591, 20159,  2.6778992E-02,  2.2174470E+05
    6592, 20291,  9.2536256E-02,  5.9000285E+04
    6593, 20291,  5.1473773E-01,  5.9000285E+04
    6594, 20533,  7.3447746E-01,  2.8597633E+04
    6595, 20059,  2.6921648E-01,  1.6540128E+05
    6596, 20059,  1.1265261E-01,  1.6540128E+05
    6597, 20126,  1.3812321E-01,  3.8867402E+04
    6598, 20126,  3.8667732E-01,  3.8867402E+04
    6601, 20428,  7.4657845E-01,  1.3363783E+04
    6602, 20410,  2.2491196E-01,  1.0328662E+05
    6603, 20410,  6.4941950E-02,  1.0328662E+05
    6604, 20008,  2.5001031E-01,  3.8326250E+04
    6605, 20008,  5.5670780E-01,  3.8326250E+04
    6611, 20079,  6.9749516E-01,  5.6207070E+04
    6612, 20308,  2.7116125E+00,  1.0085318E+04
    6613, 20248,  3.9963743E-01,  4.5625918E+04
    6614, 20248,  4.0541413E-01,  4.5625918E+04
    6615, 20248,  3.9907044E-01,  4.5625918E+04
    6616, 20043,  2.4516938E-02,  2.4601397E+05
    6625,  7009,  2.4285542E-02,  1.0348410E+05
    6628,  7097,  9.2007667E-02,  4.4032375E+05
    6629,  7097,  5.1689714E-02,  4.4032375E+05
    6630,  7097,  2.5355054E-02,  4.4032375E+05
    6631,  7107,  1.5244273E-02,  3.3095147E+05
    6633,  7107,  2.7864952E-02,  3.3095147E+05
    6634,  7107,  5.7201233E-02,  3.3095147E+05
    6635,  7107,  3.9428610E-02,  3.3095147E+05
    6636,  7107,  3.4952439E-02,  3.3095147E+05
    6637,  7107,  3.2635271E-03,  3.3095147E+05
    6638,  7107,  1.2583087E-01,  3.3095147E+05
    6639,  7020,  1.3019970E-01,  2.1795566E+05
    6640,  7020,  1.0832500E-01,  2.1795566E+05
    6642,  7020,  3.4568403E-02,  2.1795566E+05
    6643,  7020,  5.1029060E-02,  2.1795566E+05
    6647,  7104,  3.6749502E-03,  6.9061156E+04
    6648,  7019,  7.6048777E-02,  2.3538919E+05
    6649,  7099,  1.2861484E-01,  4.3848566E+05
    6650,  7099,  5.5964500E-02,  4.3848566E+05
    6651,  7099,  5.5711400E-02,  4.3848566E+05
    6652,  7099,  1.1315711E-02,  4.3848566E+05
    6924, 12023,  1.6153809E-02,  1.5240675E+05
    6925, 12023,  2.4605325E-01,  1.5240675E+05
    6926, 20485,  3.0730352E+00,  6.7431606E+03
    6927, 20402,  3.2671192E-01,  2.8971727E+04
    6928, 20168,  1.1732545E+00,  1.9110025E+04
    6929, 20482,  1.6722293E-01,  1.4130833E+05
    6930, 20482,  3.8420254E-01,  1.4130833E+05
    6931, 20090,  4.4469736E-03,  4.4913949E+04
    6932, 20225,  1.3534039E+00,  1.2908521E+04
    6933, 20225,  1.9035039E+00,  1.2908521E+04
    6934, 20467,  1.5569162E-01,  1.4355214E+05
    6940, 20477,  8.3078170E-01,  5.6254961E+03
    6941, 20277,  1.0932805E-01,  2.0164853E+05
    6942, 20277,  1.8739350E-01,  2.0164853E+05
    6946, 20384,  1.9859104E+00,  1.4550396E+04
    6947, 20059,  2.2403659E-01,  1.6540128E+05
    6948, 20538,  7.6032543E+00,  6.2897969E+03
    6949, 20235,  1.3175354E+00,  1.6004370E+04
    6950, 20170,  1.3947322E+00,  2.7864746E+04
    6951, 20074,  2.0175972E+00,  5.1496772E+03
    6952, 20361,  1.2723957E+00,  3.1188951E+04
    6953, 20125,  8.1617080E-02,  1.0711452E+05
    6954, 20428,  2.7550817E-02,  1.3363783E+04
    6956, 20410,  1.6615260E-01,  1.0328662E+05
    6957, 20410,  1.5495737E-01,  1.0328662E+05
    6958, 20008,  5.8638668E-01,  3.8326250E+04
    6959, 20052,  3.3992187E-03,  1.2302102E+05
    6960, 20282,  8.0464417E-01,  2.8255799E+04
    6961, 20515,  5.4197632E-02,  2.2505884E+05
    6964, 20515,  1.4247015E-01,  2.2505884E+05
    6965, 20124,  3.9589286E-01,  6.6994430E+04
    6966, 20043,  2.3780521E-02,  2.4601397E+05
    6971, 20141,  2.8057694E-01,  3.9243137E+04
    6972, 20143,  1.4484356E-01,  2.4893848E+04
    6973, 20143,  1.1087526E-01,  2.4893848E+04
    6976, 20327,  1.7105603E-01,  1.0389998E+05
    6977, 20327,  1.0274674E-01,  1.0389998E+05
    6978,  7009,  2.8425881E-01,  1.0348410E+05
    6979,  7009,  1.9678919E-01,  1.0348410E+05
    6980,  7009,  4.3508995E-01,  1.0348410E+05
    6981,  7097,  2.5002701E-02,  4.4032375E+05
    6984,  7107,  2.3381384E-02,  3.3095147E+05
    6985,  7107,  6.6158511E-02,  3.3095147E+05
    6986,  7107,  7.8971565E-02,  3.3095147E+05
    6987,  7107,  1.3420357E-01,  3.3095147E+05
    6988,  7107,  5.7245862E-02,  3.3095147E+05
    6989,  7107,  6.5986998E-02,  3.3095147E+05
    6990,  7107,  1.1765166E-01,  3.3095147E+05
    6991,  7107,  7.7126310E-03,  3.3095147E+05
    6993,  7020,  9.4990462E-02,  2.1795566E+05
    6994,  7020,  8.6234115E-02,  2.1795566E+05
    6995,  7020,  8.8739991E-02,  2.1795566E+05
    6996,  7020,  2.1984080E-02,  2.1795566E+05
    6999,  7104,  1.2006100E-02,  6.9061156E+04
    7000,  7104,  7.6993251E-01,  6.9061156E+04
    7001,  7019,  4.3406513E-02,  2.3538919E+05
    7002,  7099,  8.6478785E-02,  4.3848566E+05
    7003,  7099,  5.6234105E-03,  4.3848566E+05
    7004,  7099,  2.3862597E-02,  4.3848566E+05
    7005,  7099,  1.0198723E-01,  4.3848566E+05
    7006,  7099,  5.8542561E-02,  4.3848566E+05
    7007,  7099,  5.4442622E-02,  4.3848566E+05
    7008,  7099,  7.3577422E-03,  4.3848566E+05
    7278, 12023,  1.0832131E-01,  1.5240675E+05
    7279, 12023,  2.1655776E-01,  1.5240675E+05
    7280, 20474,  2.2163522E+00,  1.3411840E+04
    7281, 20474,  3.7291890E-01,  1.3411840E+04
    7282, 20345,  7.4276425E-02,  1.7892932E+04
    7283, 20312,  9.4979936E-01,  2.6703754E+04
    7284, 20312,  1.6269004E+00,  2.6703754E+04
    7285, 20188,  8.1789970E-01,  1.8162416E+04
    7286, 20225,  1.6593266E-01,  1.2908521E+04
    7287, 20467,  1.1767762E-01,  1.4355214E+05
    7288, 20466,  4.2024285E-01,  3.2091777E+04
    7293, 20477,  9.2559391E-01,  5.6254961E+03
    7295, 20277,  1.5428966E-01,  2.0164853E+05
    7296, 20277,  9.6418746E-02,  2.0164853E+05
    7298, 20563,  1.2172574E+00,  1.7844242E+04
    7299, 20289,  2.5963202E+00,  1.6677107E+04
    7300, 20059,  1.4030100E-01,  1.6540128E+05
    7302, 20235,  9.3205887E-01,  1.6004370E+04
    7303, 20170,  1.0918636E-01,  2.7864746E+04
    7304, 20316,  1.1041802E+00,  3.4808188E+04
    7305, 20316,  8.6604792E-01,  3.4808188E+04
    7306, 20125,  5.7522740E-02,  1.0711452E+05
    7308, 20122,  2.7896440E-01,  3.3123180E+04
    7309, 20122,  1.1840714E-01,  3.3123180E+04
    7310, 20410,  3.8064617E-01,  1.0328662E+05
    7311, 20410,  2.0107982E-01,  1.0328662E+05
    7312, 20052,  3.8548964E-01,  1.2302102E+05
    7313, 20052,  1.4220282E-01,  1.2302102E+05
    7314, 20418,  9.8461464E-02,  1.6329142E+05
    7315, 20515,  1.7309393E-01,  2.2505884E+05
    7316, 20515,  8.6239688E-02,  2.2505884E+05
    7317, 20515,  2.3764753E-01,  2.2505884E+05
    7318, 20124,  2.6520085E-01,  6.6994430E+04
    7319, 20441,  1.6767863E+00,  1.8391779E+04
    7320, 20043,  3.0550215E-02,  2.4601397E+05
    7323, 20130,  5.6718236E-01,  3.0799951E+04
    7324, 20141,  5.5318363E-03,  3.9243137E+04
    7325, 20143,  9.6874934E-01,  2.4893848E+04
    7326, 20143,  7.2648293E-01,  2.4893848E+04
    7329, 20025,  1.1298869E+00,  2.0778652E+04
    7330, 20327,  9.6496552E-02,  1.0389998E+05
    7333,  7009,  2.0036525E-01,  1.0348410E+05
    7340,  7108,  9.7365350E-02,  3.2095984E+05
    7341,  7108,  1.0798929E-02,  3.2095984E+05
    7343,  7107,  1.6326522E-02,  3.3095147E+05
    7344,  7107,  5.1856562E-02,  3.3095147E+05
    7350,  7083,  1.3877282E-01,  5.8566910E+04
    7351,  7083,  5.8557117E-01,  5.8566910E+04
    7352,  7083,  3.4965163E-01,  5.8566910E+04
    7353,  7104,  2.0620473E-01,  6.9061156E+04
    7354,  7104,  4.5440400E-01,  6.9061156E+04
    7355,  7019,  4.9094252E-02,  2.3538919E+05
    7356,  7041,  4.7758043E-01,  7.5347812E+04
    7357,  7041,  4.2750943E-01,  7.5347812E+04
    7358,  7099,  3.8956072E-02,  4.3848566E+05
    7359,  7099,  3.7630403E-03,  4.3848566E+05
    7361,  7052,  1.3372917E-01,  1.8596906E+05
    7362,  7052,  2.1040432E-01,  1.8596906E+05
    7363,  7052,  1.2566978E-01,  1.8596906E+05
    7364,  7115,  5.7104623E-01,  2.4573109E+04
    7625, 12018,  1.1430869E-01,  5.5473449E+04
    7626, 12018,  3.5402173E-01,  5.5473449E+04
    7627, 12077,  6.0140592E-01,  4.0041859E+04
    7628, 12080,  2.2046386E-01,  4.6263594E+04
    7631, 12023,  1.4045258E-01,  1.5240675E+05
    7632, 12023,  2.3894085E-01,  1.5240675E+05
    7633, 12046,  1.6125834E-01,  1.2606666E+05
    7634, 20056,  1.3754044E+00,  6.1851470E+03
    7635, 20185,  7.7678192E-01,  3.0993957E+04
    7641, 20466,  7.6771146E-01,  3.2091777E+04
    7643, 20386,  5.1641256E-01,  2.8353893E+04
    7644, 20158,  1.2441069E+00,  2.0314488E+04
    7645, 20516,  6.3444078E-01,  5.2975047E+04
    7647, 20229,  6.4726043E-01,  2.2180607E+04
    7648, 20429,  3.6269140E-01,  2.1931467E+04
    7649, 20429,  1.8944092E+00,  2.1931467E+04
    7651, 20080,  1.4578900E+00,  1.1520852E+04
    7652, 20080,  2.7155218E+00,  1.1520852E+04
    7653, 20015,  4.7944665E-01,  6.2575874E+03
    7659, 20125,  2.3149630E-01,  1.0711452E+05
    7660, 20125,  1.1988585E-01,  1.0711452E+05
    7661, 20204,  9.9500120E-03,  3.6795516E+04
    7662, 20204,  1.0712152E+00,  3.6795516E+04
    7663, 20122,  1.1707762E-01,  3.3123180E+04
    7666, 20418,  2.3161221E-01,  1.6329142E+05
    7667, 20418,  2.0656550E-01,  1.6329142E+05
    7668, 20418,  1.6805011E-01,  1.6329142E+05
    7670, 20515,  3.2162469E-02,  2.2505884E+05
    7671, 20124,  3.2256982E-01,  6.6994430E+04
    7672, 20043,  3.0686849E-01,  2.4601397E+05
    7673, 20043,  1.3865931E-01,  2.4601397E+05
    7674, 20557,  5.0654173E-01,  3.3085895E+04
    7675, 20557,  3.1351078E-01,  3.3085895E+04
    7676, 20130,  6.6326964E-01,  3.0799951E+04
    7679, 20525,  3.0561617E-01,  7.0445750E+04
    7681, 20525,  4.1312475E-02,  7.0445750E+04
    7682, 20327,  2.7131453E-01,  1.0389998E+05
    7683, 20327,  2.4393150E-01,  1.0389998E+05
    7684,  7017,  2.1958414E-02,  2.2581692E+05
    7686,  7046,  1.5619847E-01,  1.9188120E+05
    7687,  7046,  1.0135596E-01,  1.9188120E+05
    7688,  7046,  4.0128816E-02,  1.9188120E+05
    7689,  7046,  1.0318094E-01,  1.9188120E+05
    7690,  7108,  1.1425686E-01,  3.2095984E+05
    7691,  7108,  7.1222603E-02,  3.2095984E+05
    7692,  7108,  9.1555804E-02,  3.2095984E+05
    7693,  7108,  8.6230658E-02,  3.2095984E+05
    7694,  7108,  2.8958503E-02,  3.2095984E+05
    7696,  7107,  7.3874220E-03,  3.3095147E+05
    7697,  7107,  7.2674565E-02,  3.3095147E+05
    7700,  7106,  2.7342562E-02,  1.9865536E+05
    7701,  7106,  3.0520113E-02,  1.9865536E+05
    7702,  7106,  1.2076566E-01,  1.9865536E+05
    7703,  7106,  2.0545174E-01,  1.9865536E+05
    7704,  7083,  4.0778297E-01,  5.8566910E+04
    7705,  7075,  3.2711297E-01,  6.7433609E+04
    7706,  7019,  1.1089723E-01,  2.3538919E+05
    7707,  7019,  2.1452016E-01,  2.3538919E+05
    7708,  7041,  3.5690033E-01,  7.5347812E+04
    7709,  7041,  1.2523174E-01,  7.5347812E+04
    7710,  7041,  1.0478962E-01,  7.5347812E+04
    7711,  7041,  7.0485286E-02,  7.5347812E+04
    7717,  7115,  1.6956705E-01,  2.4573109E+04
    7970, 12001,  1.2607804E-02,  6.7245469E+05
    7971, 12001,  9.3309963E-03,  6.7245469E+05
    7977, 12025,  3.5786414E-01,  4.9243598E+04
    7978, 12018,  2.9092738E-01,  5.5473449E+04
    7980, 12077,  5.4051387E-01,  4.0041859E+04
    7981, 12052,  1.3437241E-01,  9.2482273E+04
    7982, 12080,  6.9394952E-01,  4.6263594E+04
    7983, 12080,  4.0314105E-01,  4.6263594E+04
    7984, 12046,  3.2180524E-01,  1.2606666E+05
    7986, 12046,  1.8159507E-01,  1.2606666E+05
    7988, 20185,  5.7726562E-01,  3.0993957E+04
    7989, 20300,  8.4595162E-01,  2.8475525E+04
    7992, 20076,  1.0000002E+00,  6.7064642E+02
    7998, 20516,  1.3497409E-01,  5.2975047E+04
    7999, 20229,  1.2302316E+00,  2.2180607E+04
    8000, 20229,  3.2806587E-01,  2.2180607E+04
    8001, 20429,  6.5732807E-01,  2.1931467E+04
    8002, 20155,  1.7013693E+00,  1.7908770E+04
    8003, 20398,  1.7180834E+00,  2.6641879E+04
    8004, 20542,  2.3458023E+00,  1.0798691E+04
