 GRID, CVE_ENT_MUN, frac, suma
   21395, 15061,  4.6447888E-01,  4.7515945E+04
   21396, 13061,  4.0526596E-01,  1.1761558E+05
   21397, 13008,  4.0290099E-01,  6.1682109E+04
   21398, 13008,  3.6196041E-01,  6.1682109E+04
   21403, 21053,  3.0970064E-01,  6.7264422E+04
   21406, 21212,  1.1394795E-02,  2.4238010E+04
   21407, 21212,  7.8934109E-01,  2.4238010E+04
   21408, 21186,  1.3909048E-01,  1.3755648E+05
   21409, 21054,  8.9777303E-01,  3.3148730E+04
   21411, 30194,  2.5034177E-01,  3.0703250E+04
   21412, 30194,  5.5946666E-01,  3.0703250E+04
   21413, 30107,  1.7214906E+00,  1.5662889E+04
   21414, 30177,  5.3326052E-01,  2.1286840E+04
   21415, 30187,  2.9614322E+00,  8.5494717E+03
   21416, 30096,  7.5427194E+00,  8.4994297E+03
   21417, 30166,  5.4792714E-01,  5.0629922E+04
   21418, 30009,  2.3245688E-01,  2.2025081E+05
   21420, 30009,  1.2335812E-01,  2.2025081E+05
   21421, 30004,  1.1991364E-01,  2.9841238E+05
   21487,  4004,  1.0585939E-02,  8.2096738E+05
   21488,  4004,  2.3799255E-02,  8.2096738E+05
   21489,  4004,  3.3405950E-04,  8.2096738E+05
   21493,  4002,  8.6537860E-03,  6.8218044E+05
   21494,  4002,  9.7254897E-03,  6.8218044E+05
   21502,  4006,  3.7670650E-03,  6.7732869E+05
   21503,  4006,  2.9337343E-02,  6.7732869E+05
   21504,  4006,  2.4437519E-02,  6.7732869E+05
   21513, 23002,  1.2422987E-02,  1.2777081E+06
   21514, 23004,  6.0717766E-03,  1.3153341E+06
   21517, 23002,  1.0068776E-02,  1.2777081E+06
   21518, 23004,  2.4291568E-02,  1.3153341E+06
   21524, 23004,  3.3182336E-03,  1.3153341E+06
   21525, 23002,  1.2050051E-02,  1.2777081E+06
   21671, 14100,  4.7484759E-02,  3.9893241E+05
   21672, 14100,  1.2679656E-02,  3.9893241E+05
   21674, 14100,  2.0957936E-02,  3.9893241E+05
   21675, 14100,  7.2820680E-03,  3.9893241E+05
   21681, 14015,  3.4992386E-02,  1.0733791E+05
   21682, 14015,  2.7580035E-01,  1.0733791E+05
   21683, 14037,  5.1873124E-01,  7.5382430E+04
   21684, 14054,  9.3142700E-01,  4.3459711E+04
   21685, 14054,  8.6010200E-01,  4.3459711E+04
   21688, 14086,  3.1641625E-02,  1.5477333E+05
   21689, 14086,  1.2545986E-01,  1.5477333E+05
   21690, 14086,  2.1656790E-01,  1.5477333E+05
   21691, 14082,  4.0917554E-01,  9.9097211E+04
   21692, 14079,  4.8133653E-01,  1.4952362E+05
   21693, 14079,  2.0827490E-01,  1.4952362E+05
   21694, 14079,  2.0265618E-01,  1.4952362E+05
   21696, 14059,  1.5437862E-02,  1.2702024E+05
   21697, 14059,  3.5568675E-01,  1.2702024E+05
   21698, 14069,  1.8885840E-01,  1.6292645E+05
   21699, 14069,  6.4397283E-02,  1.6292645E+05
   21700, 14069,  5.8570690E-02,  1.6292645E+05
   21701, 16019,  2.9712459E-01,  1.0444830E+05
   21702, 16019,  1.7205229E-01,  1.0444830E+05
   21703, 16084,  2.1042754E-01,  7.2636625E+04
   21704, 16084,  3.3277974E-01,  7.2636625E+04
   21705, 16084,  3.5310286E-01,  7.2636625E+04
   21706, 16085,  2.4437169E-02,  1.0574125E+05
   21707, 16085,  3.3331588E-01,  1.0574125E+05
   21708, 16025,  2.6395655E-01,  7.7591688E+04
   21709, 16025,  4.0836558E-01,  7.7591688E+04
   21710, 16107,  2.3725815E-01,  9.6071711E+04
   21711, 16107,  2.1564844E-01,  9.6071711E+04
   21712, 16107,  2.8978896E-01,  9.6071711E+04
   21714, 16037,  1.7258029E-01,  9.2404047E+04
   21715, 16037,  4.3617296E-01,  9.2404047E+04
   21716, 16027,  4.3086091E-01,  8.7222094E+04
   21717, 16027,  4.5129645E-01,  8.7222094E+04
   21718, 16018,  1.7282668E-01,  1.2838986E+05
   21719, 16088,  6.6318035E-01,  1.3460969E+05
   21720, 16003,  3.8512176E-01,  1.1113391E+05
   21721, 16110,  2.3020771E-01,  3.3407484E+05
   21722, 16072,  7.8902739E-01,  7.9745141E+04
   21723, 16110,  1.5612523E-01,  3.3407484E+05
   21724, 16110,  1.1838380E-01,  3.3407484E+05
   21725, 16110,  1.4885929E-01,  3.3407484E+05
   21727, 16050,  9.3455590E-02,  2.3324514E+05
   21728, 16050,  1.0474666E-01,  2.3324514E+05
   21729, 16017,  1.4782029E-01,  1.8345864E+05
   21730, 16017,  1.3159707E-01,  1.8345864E+05
   21731, 16093,  8.1631577E-01,  7.1375016E+04
   21732, 15085,  4.5040113E-01,  1.7906650E+05
   21733, 15085,  2.3754758E-01,  1.7906650E+05
   21734, 15014,  3.7855050E-01,  1.8159659E+05
   21735, 15014,  3.3499129E-02,  1.8159659E+05
   21736, 15102,  5.8858824E-01,  6.6975758E+04
   21737, 15026,  2.1108440E-01,  1.2983352E+05
   21738, 15026,  4.2226508E-01,  1.2983352E+05
   21739, 15026,  1.5770881E-01,  1.2983352E+05
   21740, 15112,  5.0785249E-01,  1.0242827E+05
   21741, 15035,  9.6025425E-01,  7.9942273E+04
   21742, 15035,  8.0355608E-01,  7.9942273E+04
   21743, 15096,  1.3382316E+00,  4.5301723E+04
   21744, 13069,  7.0066869E-01,  9.3470680E+04
   21745, 13069,  8.8595372E-01,  9.3470680E+04
   21746, 15084,  4.2822054E-01,  9.4315266E+04
   21747, 15061,  3.6967188E-01,  4.7515945E+04
   21748, 15061,  5.9627575E-01,  4.7515945E+04
   21749, 13061,  5.4640806E-01,  1.1761558E+05
   21750, 13061,  2.5141120E-01,  1.1761558E+05
   21751, 13061,  5.0786510E-02,  1.1761558E+05
   21755, 21053,  1.5713754E-01,  6.7264422E+04
   21756, 21053,  4.0755287E-01,  6.7264422E+04
   21757, 21172,  6.6196275E-01,  3.7290199E+04
   21758, 21172,  5.6715679E-01,  3.7290199E+04
   21760, 21207,  2.1025561E-01,  9.4379562E+04
   21761, 21186,  3.9206338E-01,  1.3755648E+05
   21762, 21017,  7.9402409E-02,  1.8509641E+04
   21763, 21174,  6.8064058E-01,  5.9282801E+04
   21764, 30086,  1.1159947E+00,  2.5174068E+04
   21765, 30023,  2.8958055E-01,  8.9365266E+04
   21768, 30163,  3.1035414E-02,  1.3263773E+04
   21769, 30197,  2.1303250E-01,  7.2842641E+04
   21770, 30057,  3.8140163E-01,  2.9836557E+04
   21771, 30095,  7.1702164E-01,  4.0181262E+04
   21772, 30095,  5.1299256E-01,  4.0181262E+04
   21773, 30009,  1.0493776E-01,  2.2025081E+05
   21774, 30009,  1.3541515E-01,  2.2025081E+05
   21840,  4004,  3.5825025E-03,  8.2096738E+05
   21841,  4004,  1.8955804E-02,  8.2096738E+05
   21846,  4002,  3.2863638E-03,  6.8218044E+05
   21853,  4006,  7.4084182E-03,  6.7732869E+05
   21854,  4006,  4.1605789E-02,  6.7732869E+05
   21855,  4006,  2.6676008E-02,  6.7732869E+05
   21862, 23006,  2.1737188E-02,  5.0972497E+05
   21863, 23006,  5.2162327E-02,  5.0972497E+05
   21864, 23006,  3.6503788E-02,  5.0972497E+05
   21865, 23006,  3.6924563E-02,  5.0972497E+05
   21866, 23002,  2.0978071E-02,  1.2777081E+06
   21870, 23002,  1.6683239E-02,  1.2777081E+06
   21871, 23002,  1.4106864E-02,  1.2777081E+06
   21878, 23002,  5.2094301E-03,  1.2777081E+06
   22024, 14100,  9.8489583E-02,  3.9893241E+05
   22025, 14100,  5.9382889E-02,  3.9893241E+05
   22026, 14100,  6.8344571E-02,  3.9893241E+05
   22027, 14100,  3.6762886E-02,  3.9893241E+05
   22028, 14100,  4.9876206E-02,  3.9893241E+05
   22035, 14110,  1.2004774E-01,  1.3912322E+05
   22036, 14110,  2.2367674E-01,  1.3912322E+05
   22037, 14034,  8.9681572E-01,  3.7516781E+04
   22038, 14034,  2.7401274E-01,  3.7516781E+04
   22039, 14034,  9.6109575E-03,  3.7516781E+04
   22041, 14086,  8.4615257E-03,  1.5477333E+05
   22042, 14086,  2.4753435E-01,  1.5477333E+05
   22043, 14086,  2.6989761E-01,  1.5477333E+05
   22044, 14014,  1.4541239E-01,  1.3371938E+05
   22045, 14014,  2.7994472E-01,  1.3371938E+05
   22046, 14079,  1.2191743E-01,  1.4952362E+05
   22047, 14079,  1.3591954E-01,  1.4952362E+05
   22048, 14026,  4.0704492E-02,  9.1143516E+04
   22049, 14057,  6.7737883E-01,  5.1782180E+04
   22050, 14059,  3.2852811E-01,  1.2702024E+05
   22051, 14059,  3.7386689E-01,  1.2702024E+05
   22052, 14069,  2.0846987E-01,  1.6292645E+05
   22053, 14069,  2.4127093E-01,  1.6292645E+05
   22054, 16045,  4.8054159E-02,  9.4576609E+04
   22055, 16104,  3.4033332E-02,  1.1591745E+05
   22056, 16104,  1.8384132E-01,  1.1591745E+05
   22057, 16084,  1.1800150E-01,  7.2636625E+04
   22058, 16043,  7.5087559E-01,  4.9863352E+04
   22059, 16043,  9.2941087E-01,  4.9863352E+04
   22060, 16085,  2.5766915E-01,  1.0574125E+05
   22061, 16094,  6.9525641E-01,  3.4090996E+04
   22062, 16094,  6.7755675E-01,  3.4090996E+04
   22065, 16063,  2.7218658E-01,  1.5403417E+05
   22066, 16044,  6.8811029E-01,  7.4532547E+04
   22067, 16044,  5.5174863E-01,  7.4532547E+04
   22068, 16054,  4.2237440E-01,  8.6819953E+04
   22070, 16027,  3.2960013E-01,  8.7222094E+04
   22071, 16018,  4.0351820E-01,  1.2838986E+05
   22072, 16020,  8.0727166E-01,  7.3036820E+04
   22073, 16020,  4.6798366E-01,  7.3036820E+04
   22075, 16110,  9.3281239E-02,  3.3407484E+05
   22076, 16110,  1.4483652E-01,  3.3407484E+05
   22077, 16110,  1.5102048E-01,  3.3407484E+05
   22078, 16110,  8.1478640E-02,  3.3407484E+05
   22079, 11038,  1.0573465E+00,  3.8650090E+04
   22080, 16050,  2.6554388E-01,  2.3324514E+05
   22081, 16050,  1.7198826E-01,  2.3324514E+05
   22082, 16017,  7.6579995E-02,  1.8345864E+05
   22083, 16017,  1.2294908E-01,  1.8345864E+05
   22084, 16017,  1.4596327E-01,  1.8345864E+05
   22085, 15085,  9.3124561E-02,  1.7906650E+05
   22086, 15085,  2.1804443E-01,  1.7906650E+05
   22087, 15001,  3.6650500E-01,  1.8633222E+05
   22088, 15001,  1.1719316E-01,  1.8633222E+05
   22089, 15045,  1.1148445E-01,  3.0596469E+05
   22090, 15045,  1.0591620E-01,  3.0596469E+05
   22091, 15045,  1.1265451E-01,  3.0596469E+05
   22092, 13063,  1.7282942E-02,  2.0772041E+05
   22093, 13063,  3.4830642E-01,  2.0772041E+05
   22094, 13013,  4.2095268E-01,  1.1075573E+05
   22095, 15096,  5.4740828E-01,  4.5301723E+04
   22096, 15036,  7.6764989E-01,  6.5692391E+04
   22097, 15036,  2.3026110E-01,  6.5692391E+04
   22098, 13075,  1.4498943E+00,  4.3774750E+04
   22099, 15084,  4.0029332E-01,  9.4315266E+04
   22100, 13083,  1.5253530E-01,  1.1456994E+05
   22101, 13083,  4.3876910E-01,  1.1456994E+05
   22102, 13083,  3.6658406E-01,  1.1456994E+05
   22104, 13057,  2.4120814E-01,  9.6233828E+04
   22105, 13016,  8.2894899E-02,  1.5356550E+05
   22107, 21053,  1.7154497E-01,  6.7264422E+04
   22108, 21053,  1.4797151E-01,  6.7264422E+04
   22109, 21208,  1.7172588E-01,  1.4683702E+05
   22111, 21039,  1.1123719E+00,  1.6994510E+04
   22112, 21078,  6.6915536E-03,  3.5946969E+04
   22113, 21207,  1.5293503E-01,  9.4379562E+04
   22114, 21207,  5.8697629E-01,  9.4379562E+04
   22115, 21075,  5.6666741E+00,  1.2122085E+04
   22116, 21174,  6.1986494E-01,  5.9282801E+04
   22117, 21174,  2.8410083E-01,  5.9282801E+04
   22118, 30023,  2.7330384E-01,  8.9365266E+04
   22119, 30023,  1.1277141E-01,  8.9365266E+04
   22121, 30163,  1.1359843E+00,  1.3263773E+04
   22122, 30109,  9.1075137E-02,  1.5351605E+05
   22123, 30197,  7.3710501E-01,  7.2842641E+04
   22124, 30095,  7.9035068E-01,  4.0181262E+04
   22126, 30009,  1.7051475E-02,  2.2025081E+05
   22127, 30009,  8.2088560E-02,  2.2025081E+05
   22194,  4004,  7.8621790E-02,  8.2096738E+05
   22195,  4004,  2.2848364E-02,  8.2096738E+05
   22196,  4004,  2.4326248E-02,  8.2096738E+05
   22197,  4004,  2.9783433E-02,  8.2096738E+05
   22198,  4002,  3.5685662E-03,  6.8218044E+05
   22199,  4002,  1.0610919E-02,  6.8218044E+05
   22200,  4002,  2.6837185E-02,  6.8218044E+05
   22204,  4006,  1.2915442E-02,  6.7732869E+05
   22205,  4006,  4.8782401E-02,  6.7732869E+05
   22206,  4006,  2.5625832E-02,  6.7732869E+05
   22207,  4006,  4.2050201E-02,  6.7732869E+05
   22208,  4006,  3.5815125E-03,  6.7732869E+05
   22213, 23006,  1.6203336E-02,  5.0972497E+05
   22214, 23006,  3.9240673E-02,  5.0972497E+05
   22215, 23006,  2.0587880E-02,  5.0972497E+05
   22219, 23002,  1.7271038E-02,  1.2777081E+06
   22221, 23002,  4.6118861E-03,  1.2777081E+06
   22222, 23002,  1.5183471E-02,  1.2777081E+06
   22223, 23002,  6.0206847E-03,  1.2777081E+06
   22224, 23002,  1.4422207E-02,  1.2777081E+06
   22375, 14100,  3.7661400E-03,  3.9893241E+05
   22376, 14100,  3.6886826E-02,  3.9893241E+05
   22377, 14100,  1.3302898E-01,  3.9893241E+05
   22378, 14100,  6.9729999E-02,  3.9893241E+05
   22379, 14100,  6.1232980E-02,  3.9893241E+05
   22381, 14100,  4.0254023E-02,  3.9893241E+05
   22382, 14100,  4.2198341E-02,  3.9893241E+05
   22387, 14017,  1.1078416E-01,  1.3017105E+05
   22388, 14110,  1.3184553E-01,  1.3912322E+05
   22389, 14110,  2.2808033E-01,  1.3912322E+05
   22392, 14032,  6.5946351E-03,  8.5416914E+04
   22393, 14032,  7.2769985E-02,  8.5416914E+04
   22394, 14032,  2.0248254E-01,  8.5416914E+04
   22395, 14086,  1.6540909E-01,  1.5477333E+05
   22396, 14086,  1.6285625E-01,  1.5477333E+05
   22397, 14004,  5.3150165E-01,  7.0508945E+04
   22398, 14014,  4.2087293E-01,  1.3371938E+05
   22399, 14014,  7.6321485E-03,  1.3371938E+05
   22400, 14092,  8.5384376E-02,  8.3448391E+04
   22401, 14092,  4.7923282E-01,  8.3448391E+04
   22402, 14057,  8.6412144E-01,  5.1782180E+04
   22403, 14096,  9.0246066E-02,  5.5404379E+04
   22404, 16051,  6.0200089E-01,  5.3806746E+04
   22405, 16051,  3.3259428E-01,  5.3806746E+04
   22406, 16045,  2.3261856E-01,  9.4576609E+04
   22407, 16045,  5.9243792E-01,  9.4576609E+04
   22408, 16104,  6.4163256E-01,  1.1591745E+05
   22409, 16104,  1.7125235E-01,  1.1591745E+05
   22410, 16023,  6.5681940E-01,  7.3590281E+04
   22411, 16023,  3.3300638E-01,  7.3590281E+04
   22412, 16108,  4.8202106E-01,  1.4683644E+05
   22413, 16108,  1.3607553E-01,  1.4683644E+05
   22415, 16094,  5.8422834E-01,  3.4090996E+04
   22416, 16067,  2.3900826E-01,  1.4461172E+05
   22417, 16063,  2.6738161E-01,  1.5403417E+05
   22418, 16063,  2.5122219E-01,  1.5403417E+05
   22419, 16063,  2.3400554E-01,  1.5403417E+05
   22420, 16071,  8.3652951E-02,  2.5329636E+05
   22421, 16071,  5.3267241E-02,  2.5329636E+05
   22422, 16054,  4.9676672E-01,  8.6819953E+04
   22423, 11046,  2.6114997E-01,  2.2013922E+05
   22424, 16036,  3.5085112E-01,  4.1836902E+04
   22425, 16020,  2.5597739E-01,  7.3036820E+04
   22426, 16078,  2.0691067E-01,  7.6705047E+04
   22427, 16078,  5.5192703E-01,  7.6705047E+04
   22428, 11002,  4.3232825E-02,  2.8607734E+05
   22429, 11002,  7.9646707E-02,  2.8607734E+05
   22430, 11002,  2.4238224E-01,  2.8607734E+05
   22431, 11002,  7.7268690E-02,  2.8607734E+05
   22432, 11038,  7.8299445E-01,  3.8650090E+04
   22433, 11038,  4.9903685E-01,  3.8650090E+04
   22434, 11019,  1.0689057E-01,  2.1472525E+05
   22435, 16031,  3.1192201E-01,  8.7736141E+04
   22436, 16017,  2.2179556E-01,  1.8345864E+05
   22437, 15085,  1.2833717E-01,  1.7906650E+05
   22438, 22001,  1.8216550E-01,  2.3725794E+05
   22439, 15001,  2.5323021E-01,  1.8633222E+05
   22440, 15003,  2.4200404E-01,  1.9308811E+05
   22441, 15001,  1.2158465E-01,  1.8633222E+05
   22442, 15001,  8.3946615E-02,  1.8633222E+05
   22443, 15045,  9.2561230E-02,  3.0596469E+05
   22444, 15045,  2.1804787E-01,  3.0596469E+05
   22445, 13063,  2.6209253E-01,  2.0772041E+05
   22446, 13063,  2.7010891E-01,  2.0772041E+05
   22447, 13013,  7.2991037E-01,  1.1075573E+05
   22448, 13013,  4.5359579E-01,  1.1075573E+05
   22450, 15036,  5.7442564E-01,  6.5692391E+04
   22451, 13082,  1.0912401E-01,  6.2977945E+04
   22452, 13082,  8.3760017E-01,  6.2977945E+04
   22453, 13051,  1.0630946E-01,  5.0148559E+04
   22454, 13022,  3.8359866E-01,  6.5184672E+04
   22455, 13022,  3.4491032E-01,  6.5184672E+04
   22456, 13057,  2.4792805E-01,  9.6233828E+04
   22457, 13056,  6.5484709E-01,  3.1182619E+04
   22458, 13016,  1.6690116E-01,  1.5356550E+05
   22459, 21053,  5.7467806E-01,  6.7264422E+04
   22460, 21053,  7.2179757E-02,  6.7264422E+04
   22461, 21208,  1.8275979E-01,  1.4683702E+05
   22462, 21208,  3.4086215E-01,  1.4683702E+05
   22463, 21208,  9.1067413E-03,  1.4683702E+05
   22464, 21167,  1.3749442E+00,  9.8636113E+03
   22465, 21078,  9.6025968E-01,  3.5946969E+04
   22466, 21202,  1.3709444E+00,  6.1464262E+04
   22467, 21101,  8.1174624E-01,  2.2571219E+04
   22468, 21204,  1.5415707E+00,  2.7976039E+04
   22470, 21076,  3.8354087E-01,  8.8266172E+04
   22471, 30183,  7.7940398E-01,  8.3998547E+04
   22472, 30023,  1.3216767E-01,  8.9365266E+04
   22474, 30109,  4.7888827E-02,  1.5351605E+05
   22475, 30109,  2.8627911E-01,  1.5351605E+05
   22476, 30042,  1.0522853E+00,  2.2680676E+04
   22477, 30042,  7.2356874E-01,  2.2680676E+04
   22478, 30192,  5.8924802E-02,  8.0287109E+04
   22479, 30192,  2.7263141E-01,  8.0287109E+04
   22547,  4004,  8.3696306E-02,  8.2096738E+05
   22548,  4004,  2.5639089E-02,  8.2096738E+05
   22549,  4004,  1.8968642E-02,  8.2096738E+05
   22550,  4002,  3.3631820E-02,  6.8218044E+05
   22551,  4002,  2.8750550E-02,  6.8218044E+05
   22552,  4002,  1.4680366E-02,  6.8218044E+05
   22553,  4002,  2.2431191E-02,  6.8218044E+05
   22557,  4006,  3.0907458E-02,  6.7732869E+05
   22558,  4006,  1.8471930E-02,  6.7732869E+05
   22559,  4006,  2.5429355E-02,  6.7732869E+05
   22560,  4006,  2.9346999E-02,  6.7732869E+05
   22561,  4006,  1.2949182E-02,  6.7732869E+05
   22566, 23006,  4.0729597E-02,  5.0972497E+05
   22568, 23006,  2.7900115E-03,  5.0972497E+05
   22569, 23006,  3.7051465E-02,  5.0972497E+05
   22571, 23002,  1.0231758E-02,  1.2777081E+06
   22572, 23002,  4.9297195E-03,  1.2777081E+06
   22573, 23002,  1.2280486E-02,  1.2777081E+06
   22574, 23002,  1.2656789E-02,  1.2777081E+06
   22577, 23002,  1.4512611E-02,  1.2777081E+06
   22730, 14100,  4.7032621E-02,  3.9893241E+05
   22731, 14100,  7.9220945E-06,  3.9893241E+05
   22735, 14084,  1.9176696E-01,  1.2436638E+05
   22736, 14100,  5.8212783E-04,  3.9893241E+05
   22740, 14017,  1.3055077E-01,  1.3017105E+05
   22741, 14017,  2.3686811E-01,  1.3017105E+05
   22742, 14017,  2.3098114E-01,  1.3017105E+05
   22743, 14090,  4.4909123E-01,  6.1302465E+04
   22744, 14052,  6.5891594E-01,  4.9493023E+04
   22745, 14052,  2.4590857E-01,  4.9493023E+04
   22746, 14032,  2.0836641E-01,  8.5416914E+04
   22747, 14032,  3.8363656E-01,  8.5416914E+04
   22748, 14010,  6.0982503E-02,  6.1610027E+04
   22749, 14010,  1.9713217E-01,  6.1610027E+04
   22750, 14119,  1.6006087E-01,  1.8698295E+05
   22751, 14092,  9.5840269E-01,  8.3448391E+04
   22752, 14092,  3.1211391E-01,  8.3448391E+04
   22753, 14092,  3.6298829E-01,  8.3448391E+04
   22754, 14107,  2.7145299E-01,  7.7514234E+04
   22755, 14057,  5.8540887E-01,  5.1782180E+04
   22757, 16051,  4.9200151E-02,  5.3806746E+04
   22758, 16074,  8.1754908E-02,  4.5504809E+04
   22759, 16074,  4.5045078E-01,  4.5504809E+04
   22760, 16103,  4.2439514E-01,  1.1828852E+05
   22761, 16103,  3.7710351E-01,  1.1828852E+05
   22762, 16062,  4.4358194E-01,  8.3829016E+04
   22763, 16042,  5.8835185E-01,  6.8142047E+04
   22764, 16042,  7.3055482E-01,  6.8142047E+04
   22765, 16030,  1.7334373E-01,  1.3707923E+05
   22766, 16108,  4.1065175E-02,  1.4683644E+05
   22767, 16028,  6.3988883E-03,  1.3118102E+05
   22768, 16028,  4.7428858E-01,  1.3118102E+05
   22769, 16067,  3.1818864E-01,  1.4461172E+05
   22770, 16067,  1.1196264E-01,  1.4461172E+05
   22771, 16004,  3.5202721E-01,  5.9865496E+04
   22772, 16004,  5.5954671E-01,  5.9865496E+04
   22773, 16071,  1.1298791E-01,  2.5329636E+05
   22774, 16071,  1.7582844E-01,  2.5329636E+05
   22775, 11046,  1.9407193E-01,  2.2013922E+05
   22776, 11046,  8.7317787E-02,  2.2013922E+05
   22777, 11021,  5.5467540E-01,  5.8956676E+04
   22778, 11021,  9.0016717E-01,  5.8956676E+04
   22779, 11046,  1.7146808E-01,  2.2013922E+05
   22780, 11028,  9.4581597E-02,  1.9165325E+05
   22781, 11036,  2.2126880E-01,  3.1352303E+04
   22782, 11002,  1.0293321E-01,  2.8607734E+05
   22783, 11002,  1.6327432E-01,  2.8607734E+05
   22784, 11002,  9.0728663E-02,  2.8607734E+05
   22785, 11002,  3.4156326E-02,  2.8607734E+05
   22786, 11019,  9.3901411E-02,  2.1472525E+05
   22787, 11019,  2.4948858E-03,  2.1472525E+05
   22788, 16031,  2.2952278E-01,  8.7736141E+04
   22789, 22001,  5.2041221E-02,  2.3725794E+05
   22790, 22001,  1.1881331E-01,  2.3725794E+05
   22791, 22001,  8.3689004E-02,  2.3725794E+05
   22793, 15003,  1.6816500E-01,  1.9308811E+05
   22794, 15003,  9.7672343E-02,  1.9308811E+05
   22795, 15045,  2.8885505E-01,  3.0596469E+05
   22796, 15045,  2.4194224E-01,  3.0596469E+05
   22797, 15045,  7.3220894E-02,  3.0596469E+05
   22798, 13076,  1.7418469E-01,  1.9503602E+05
   22799, 13076,  3.4002453E-01,  1.9503602E+05
   22800, 13074,  1.6546496E+00,  2.9421234E+04
   22801, 13074,  2.2344258E+00,  2.9421234E+04
   22802, 13005,  1.9705103E-01,  5.7237098E+04
   22803, 13052,  2.1406811E-01,  1.1532399E+05
   22804, 13052,  1.1090383E-02,  1.1532399E+05
   22805, 13052,  2.1768329E-01,  1.1532399E+05
   22806, 13051,  1.3546138E+00,  5.0148559E+04
   22807, 13051,  5.2182919E-01,  5.0148559E+04
   22808, 13057,  5.0666559E-01,  9.6233828E+04
   22809, 13056,  1.0297629E+00,  3.1182619E+04
   22810, 13077,  3.0140519E-01,  1.2596845E+05
   22811, 13016,  2.7771920E-01,  1.5356550E+05
   22812, 13016,  3.7736371E-01,  1.5356550E+05
   22813, 13016,  2.4788824E-01,  1.5356550E+05
   22814, 21208,  2.6324121E-02,  1.4683702E+05
   22815, 21208,  1.7966492E-01,  1.4683702E+05
   22816, 21208,  2.5542462E-01,  1.4683702E+05
   22817, 21123,  3.9656956E+00,  1.4223492E+04
   22818, 21107,  6.1273284E+00,  1.2766151E+04
   22819, 21029,  1.6741642E+00,  1.1060838E+04
   22820, 21192,  2.6685162E+00,  1.7440963E+04
   22821, 21043,  6.3181990E-01,  6.0637379E+04
   22822, 21186,  6.3210323E-02,  1.3755648E+05
   22823, 21076,  4.2079666E-01,  8.8266172E+04
   22824, 21076,  3.8942444E-01,  8.8266172E+04
   22825, 30183,  2.3541683E-01,  8.3998547E+04
   22826, 30102,  1.8246742E-01,  9.8817422E+04
   22827, 30109,  1.3077083E-01,  1.5351605E+05
   22828, 30109,  1.6482198E-01,  1.5351605E+05
   22829, 30114,  2.5453812E-01,  8.1665617E+04
   22830, 30192,  4.4464439E-01,  8.0287109E+04
   22831, 30192,  3.1313694E-01,  8.0287109E+04
   22900,  4002,  1.0537514E-01,  6.8218044E+05
   22902,  4002,  5.3831302E-03,  6.8218044E+05
   22903,  4002,  2.8024498E-02,  6.8218044E+05
   22904,  4002,  2.8833501E-02,  6.8218044E+05
   22905,  4002,  3.8663425E-02,  6.8218044E+05
   22906,  4002,  9.3368404E-03,  6.8218044E+05
   22909,  4006,  2.5873080E-02,  6.7732869E+05
   22910,  4006,  8.3768656E-03,  6.7732869E+05
   22912,  4006,  2.5653489E-02,  6.7732869E+05
   22913,  4006,  1.7742228E-02,  6.7732869E+05
   22918, 23006,  1.3291274E-02,  5.0972497E+05
   22919, 23006,  1.8394802E-02,  5.0972497E+05
   22922, 23006,  1.6319806E-02,  5.0972497E+05
   22923, 23006,  4.0823780E-02,  5.0972497E+05
   22924, 23002,  2.3060653E-02,  1.2777081E+06
   22926, 23002,  1.1592282E-02,  1.2777081E+06
   22927, 23002,  5.7874154E-03,  1.2777081E+06
   22930, 23002,  1.9770370E-04,  1.2777081E+06
   22931, 23002,  1.4442827E-02,  1.2777081E+06
   23083, 14100,  5.7849031E-02,  3.9893241E+05
   23088, 14084,  1.0072527E-01,  1.2436638E+05
   23089, 14084,  1.0324471E-01,  1.2436638E+05
   23093, 14028,  2.9647833E-02,  3.6152902E+04
   23094, 14017,  2.8132513E-01,  1.3017105E+05
   23095, 14090,  2.5346267E-01,  6.1302465E+04
   23096, 14090,  1.5787615E-01,  6.1302465E+04
   23097, 14090,  1.7077284E-01,  6.1302465E+04
   23098, 14088,  2.3469400E-01,  1.1838496E+05
   23099, 14088,  2.4894625E-01,  1.1838496E+05
   23100, 14010,  1.7744499E-01,  6.1610027E+04
   23101, 14010,  4.3148401E-01,  6.1610027E+04
   23102, 14010,  1.8964230E-01,  6.1610027E+04
   23103, 14119,  1.3112125E-01,  1.8698295E+05
   23104, 14119,  2.3983467E-01,  1.8698295E+05
   23105, 14092,  1.2649918E-01,  8.3448391E+04
   23106, 14050,  1.5115023E-01,  1.0641770E+05
   23107, 14107,  2.5510648E-01,  7.7514234E+04
   23108, 14107,  3.5540730E-01,  7.7514234E+04
   23109, 14096,  3.6563119E-01,  5.5404379E+04
   23110, 16074,  4.3311280E-01,  4.5504809E+04
   23111, 16074,  4.6979770E-01,  4.5504809E+04
   23113, 16011,  5.5849725E-01,  5.2557469E+04
   23114, 16011,  4.5292765E-01,  5.2557469E+04
   23115, 16062,  1.7449343E-01,  8.3829016E+04
   23116, 16105,  4.7991264E-01,  1.0300016E+05
   23117, 16042,  6.9715893E-01,  6.8142047E+04
   23118, 16086,  3.0873492E-01,  1.3281500E+05
   23119, 16030,  5.1206219E-01,  1.3707923E+05
   23120, 16069,  4.3906245E-01,  1.2231112E+05
