LATC,LONC,SCC,ANNCO,ANNNOX,ANNPM10,ANNPM25,ANNSO2,ANNVOC,Capa,STKHGT,STKDIAM,STKTEMP,STKFLOW,STKVEL,F,H efectiva
25.909444,-101.5875,30500613,,,13.86,9.34,,,2,32.4,4.9212,92.9,686.47,36.1,41.3,292.9
25.909444,-101.5875,30500614,4503,767.6,27.73,18.69,4.87,93.29,2,78.7,9.8425,224,4643.02,61,93.4,395.6
25.909444,-101.5875,30500629,,,13.86,9.34,,,2,39.3,6.5616,83.9,1564.31,46.3,98.3,390
25.909444,-101.5875,30500699,237,40.4,,,0.26,4.91,8,38.7,2.9527,290,51.67,7.5,0,11.8
25.909444,-101.5875,39999999,,5.56,2.18,2.18,,1.93,3,39.3,3.8057,194,253.79,22.3,7.4,171.8
27.94621,-101.1326,40400101,0.01,0.01,,,,148.16,7,10.4,0.5249,67.7,0.59,2.7,0,31.2
25.433333,-101,30199999,8.8,10.48,34.42,33.68,0.06,0.91,4,46.2,2.0997,202,85.55,24.7,2.3,122.1
25.433333,-101,30101401,7.11,8.47,0.64,0.64,0.05,0.74,4,27.9,2.6902,126,81.31,14.3,4.1,139.2
25.433333,-101,30399999,1.77,16.69,8.73,5.65,160.55,0.29,3,56.2,2.6902,191,149.57,26.3,4.5,152.5
25.440277,-101.0069,30400701,,,36.6,35.85,,,3,39.4,2.6902,157,190.97,33.6,7.7,174
25.4575,-100.9972,30400701,,,3393.4,3324.2,,,3,39.4,2.6902,157,190.97,33.6,7.7,174
25.191666,-101.0916,31400901,26.68,31.76,26.42,25.46,0.19,2.76,7,20.9,1.706,291,37.72,16.5,0,24.9
25.433333,-101,40400101,,,,,,200.35,7,10.4,0.5249,67.7,0.59,2.7,0,31.2
25.433333,-101,31499999,24,0.1,8.65,8.33,,15.87,4,29.8,1.8044,141,37.08,14.5,1.7,106.5
25.433333,-101,39990001,,48.03,23.47,14.08,,0.11,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
27.920833,-101.2405,30501005,60.61,69.88,39.56,11.55,882.13,201.34,3,72,3.9698,118,510.45,41.2,26.8,266.9
25.54444,-103.4416,30504001,8547.2,9.45,86.82,33.86,,,3,33.9,3.7073,143,439.51,40.7,19.7,231.5
25.524722,-103.4416,30107001,,,30.52,18.31,70.55,,4,43.2,1.6404,157,34.18,16.2,1.4,104.5
25.54444,-103.4416,30103301,0.23,1.61,14.02,13.88,67.84,0.02,4,59.7,2.3293,333,131.29,30.8,1.7,116.3
25.524722,-103.4416,30399999,,,23.03,13.82,299.28,,3,56.2,2.6902,191,149.57,26.3,4.5,152.5
25.54444,-103.4416,30499999,,,80.85,48.51,2028.3,,4,41.4,2.0997,242,124.97,36.1,1.8,112.8
25.523888,-103.448,30499999,,,27.66,16.59,,,4,41.4,2.0997,242,124.97,36.1,1.8,112.8
25.54444,-103.4416,30500613,,,20.22,13.63,,,2,118,2.8871,146,915,139.8,40.2,316.5
25.54444,-103.4416,30500614,71.09,54.88,3.15,2.12,8.01,3.57,3,91.8,6.9881,251,383.8,10,4.6,163.8
25.54444,-103.4416,30500614,741.32,572.34,46.66,31.45,83.49,37.22,3,91.8,6.9881,251,383.8,10,4.6,163.8
25.54444,-103.4416,30500629,,,16.91,11.4,,,3,95.1,2.395,220,178.55,39.6,3.8,156.9
25.54444,-103.4416,31499999,,,6.21,5.99,,10.16,4,29.8,1.8044,141,37.08,14.5,1.7,106.5
25.536111,-103.3541,31399999,,,25.76,15.46,,,4,37.4,1.706,122,60.37,26.4,3.1,130.7
25.54444,-103.4416,39990001,0.96,10.51,6.03,3.93,108,0.19,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
31.235833,-107.5891,30302401,,,6.31,1.77,,,3,40.2,3.2152,108,616.13,75.9,34.2,278.1
27.6869,-105.1725,30103301,39.27,110.26,0.13,0.11,,21.78,4,59.7,2.3293,333,131.29,30.8,1.7,116.3
27.6869,-105.1725,30103301,322.87,10.48,766.41,766.41,7.43,,4,59.7,2.3293,333,131.29,30.8,1.7,116.3
28.48,-106.7441,30107001,0.03,15.1,21.98,6.15,,,4,43.2,1.6404,157,34.18,16.2,1.4,104.5
28.1311,-106.195,30302401,,,34.17,9.57,,,3,40.2,3.2152,108,616.13,75.9,34.2,278.1
28.6353,-106.0888,10100601,0.34,91.07,1.2,1.18,52.25,0.04,3,49.2,10.301,268,2051,24.6,13.8,211.2
28.6353,-106.0888,30799901,13.2,0.29,,,0.76,,3,41,3.9042,145,323.25,27,14.3,211.2
28.6353,-106.0888,30799901,6620.8,290.77,1813.6,1378.3,5460.1,,3,108,4.9212,314,540.44,28.4,4,162.4
28.6353,-106.0888,30701201,78.17,64.66,,,0.66,,3,108,4.9212,314,540.44,28.4,4,162.4
28.6353,-106.0888,30700801,25.97,0.6,0.02,0.02,0.57,0.08,3,47.5,2.8871,135,209.2,32,9.9,190.3
28.6353,-106.0888,30199999,367.33,2.29,3.97,3.97,,,4,46.2,2.0997,202,85.55,24.7,2.3,122.1
28.6353,-106.0888,30101801,,0.11,3.07,2.96,,19.23,4,53.8,1.706,190,69,30.2,2.1,121.3
28.686666,-106.0872,30500613,,,25.15,4.25,,,3,82,1.9685,130,259.61,85.3,12.7,215.9
28.686666,-106.0872,30500614,2130.1,2085.4,40.24,27.12,,,3,147,4.9212,260,873.69,45.9,8,208.5
28.686666,-106.0872,30500629,,,35.21,23.73,,,3,65.6,1.9685,170,169.74,55.8,6.2,170.5
28.6353,-106.0888,30499999,7.46,0.18,29.05,27.61,,,4,41.4,2.0997,242,124.97,36.1,1.8,112.8
28.597222,-105.9772,40400101,,,,,,22.19,5,10.4,1.4763,67.7,4.66,2.7,0.3,58.9
28.6353,-106.0888,30800101,0.37,,,,,91.71,3,35.4,2.0997,113,121.22,35,6.5,164
28.636666,-106.0783,30399999,,8.78,2.94,2.94,6.51,,3,56.2,2.6902,191,149.57,26.3,4.5,152.5
28.6353,-106.0888,31499999,92.3,,,,,,4,29.8,1.8044,141,37.08,14.5,1.7,106.5
28.6353,-106.0888,39990001,26.78,7.75,,,2.19,,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
28.6353,-106.0888,30799901,414.84,26.19,8.45,8.45,24.28,104.31,3,41,3.9042,145,323.25,27,14.3,211.2
28.6353,-106.0888,39990001,54.72,,2.86,1.72,,47.33,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
28.6353,-106.0888,30500801,,439.31,,,,,3,32.3,1.8372,140,115.34,43.5,5.3,152.4
28.6353,-106.0888,30500801,,67.21,,,,,3,32.3,1.8372,140,115.34,43.5,5.3,152.4
28.6353,-106.0888,30500801,7.29,,6.38,5.85,0.19,,3,32.3,1.8372,140,115.34,43.5,5.3,152.4
28.6353,-106.0888,30500801,,171.63,,,,,3,32.3,1.8372,140,115.34,43.5,5.3,152.4
28.6353,-106.0888,39990001,0.08,0.56,0.06,0.06,4.03,12.8,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
28.6353,-106.0888,30900199,0.01,0.07,0.26,0.25,0.53,16.43,4,29.5,2.0997,177,86.45,25,3,126.8
28.6353,-106.0888,30900199,0.01,1620.9,,,,,4,29.5,2.0997,177,86.45,25,3,126.8
28.6353,-106.0888,39990001,,,3.81,3.67,,14.02,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
28.6353,-106.0888,39990001,0.16,6.1,1.28,1.28,8.85,,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
28.6353,-106.0888,39990001,12.39,,,,0.42,,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
28.6353,-106.0888,39990001,223.32,0.23,,,0.16,0.47,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
28.6353,-106.0888,39990001,,0.2,4.67,4.49,,30.15,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
28.6353,-106.0888,39990001,0.12,12.07,,,,,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
28.6353,-106.0888,30799901,26,0.76,2.8,2.7,0.41,,3,41,3.9042,145,323.25,27,14.3,211.2
28.6353,-106.0888,30799901,14.29,,4.31,4.15,0.35,0.09,3,41,3.9042,145,323.25,27,14.3,211.2
28.6353,-106.0888,30799901,63.65,1.4,2.55,2.45,32.2,2.23,3,41,3.9042,145,323.25,27,14.3,211.2
28.6353,-106.0888,30799901,17.14,0.03,0.88,0.84,,,3,41,3.9042,145,323.25,27,14.3,211.2
28.6353,-106.0888,30799901,24.46,0.58,1.01,0.97,,0.46,3,41,3.9042,145,323.25,27,14.3,211.2
28.6353,-106.0888,30799901,17.49,1.37,0.72,0.69,,,3,41,3.9042,145,323.25,27,14.3,211.2
28.1933,-105.4711,10100202,38.54,264.14,,,,34.8,2,196,8.9895,361,2413.4,38,52.2,365.9
28.1933,-105.4711,10100202,38.54,264.14,,,,34.8,2,196,8.9895,366,2998.53,47.2,69.5,396.4
28.1933,-105.4711,10100202,38.54,264.14,,,,34.8,2,196,8.9895,366,2367.59,37.3,54.9,370.9
28.1933,-105.4711,10100202,175.24,1200.91,1321.65,1298.45,21242.5,158.21,2,196,8.9895,328,4997.55,78.7,57.9,376.6
28.1933,-105.4711,10100202,175.24,1200.91,1321.65,1298.45,21242.5,158.21,2,196,8.9895,328,5205.78,82,60.3,380.9
28.1933,-105.4711,30106001,3.38,1.33,5.47,3.28,,,4,47.3,1.5091,139,29.87,16.7,1.4,105.5
28.1933,-105.4711,39990001,3.56,6.17,4.34,2.6,,,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
28.1933,-105.4711,39990001,1746.2,1187.5,,,,,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
28.1933,-105.4711,39990001,23.65,4.19,,,0.12,,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
26.9325,-105.663,40400101,,,,,,84.68,7,10.4,0.5249,67.7,0.59,2.7,0,31.2
26.9325,-105.663,39990001,10.93,1.12,1.12,1.12,0.03,0.76,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
26.9325,-105.663,39990001,10.06,,1.25,1.25,,,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
26.9325,-105.663,39990001,4.65,1.98,6.72,6.46,,,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
26.9325,-105.663,39990001,19.46,1.41,2.72,2.72,,,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
31.7394,-106.4869,30302401,0.7,2.8,0.14,0.04,9.95,0.03,3,40.2,3.2152,108,616.13,75.9,34.2,278.1
31.7394,-106.4869,30504001,,46.85,9.14,6.16,,,3,33.9,3.7073,143,439.51,40.7,19.7,231.5
31.3431,-106.4772,10100202,735.35,2905.8,57.66,56.65,8.6,18.92,3,220,12.467,294,9411.95,77.1,11.5,251.8
31.3431,-106.4772,10100202,735.35,2905.8,57.66,56.65,8.6,18.92,3,220,12.467,294,9251.75,75.8,11.3,250.7
31.7394,-106.4869,10102101,0.06,14.59,0.19,0.19,8.37,0.01,3,49.2,10.301,269,2078.35,24.9,13.3,209.1
31.7394,-106.4869,10102101,0.48,128.12,1.69,1.67,73.5,0.06,3,49.2,10.301,269,2078.35,24.9,13.3,209.1
31.3431,-106.4772,10100601,313.64,1943.3,1451.3,1425.9,23200,41.72,2,263,10.301,268,3910.57,46.9,26.2,323.5
31.738333,-106.4836,30201201,0.13,1.06,0.13,0.12,0.13,27.12,2,95,4.954,197,1457.07,75.6,41.3,312.1
31.738333,-106.4836,30201201,2.28,,0.61,0.59,,19.29,2,95,4.954,197,1457.07,75.6,41.3,312.1
31.7394,-106.4869,30799901,0.13,0.13,0.12,0.12,0.13,14.29,3,41,3.9042,145,323.25,27,14.3,211.2
31.7394,-106.4869,30107001,7.01,37.43,25.95,25.66,403.84,0.79,4,39.3,1.9685,224,62.91,20.7,1.3,100.6
31.7394,-106.4869,30101801,7.94,0.13,0.13,0.13,0.13,6.35,4,53.8,1.706,190,69,30.2,2.1,121.3
31.686111,-106.4588,30101801,11.32,,0.04,0.04,,3.04,4,53.8,1.706,190,69,30.2,2.1,121.3
31.7394,-106.4869,30500801,68.78,265.22,5.82,5.82,1.98,13.63,3,32.3,1.8372,140,115.34,43.5,5.3,152.4
31.7394,-106.4869,30501401,19.84,2.25,0.13,0.13,0.13,3.97,3,78.3,3.412,331,405.89,44.4,5.1,164.6
31.7394,-106.4869,30500606,,,40.47,27.28,,,3,74,3.2808,175,418.81,49.5,14.7,223.1
31.644166,-106.5036,30501101,5.95,27.51,1.83,1.23,1.72,1.85,3,31.4,2.8871,112,170.11,26,9.2,181.4
31.3431,-106.4772,30500613,,,5.11,3.45,,,2,40.3,3.0511,62.3,597.32,81.7,41.5,295.8
31.3431,-106.4772,30500614,,1737.1,20.45,13.78,21,33.49,2,278,10.498,233,3749.03,43.3,65.1,414.3
31.3431,-106.4772,30500614,,,10.23,6.89,,,3,91.8,9.1863,263,1478.66,22.3,12.2,216.4
31.3431,-106.4772,30500629,,,5.11,3.45,,,3,19.6,1.6404,80.3,124.81,59.1,8,169.6
31.7394,-106.4869,30400701,48.02,0.13,4.54,4.31,0.26,0.13,3,39.4,2.6902,157,190.97,33.6,7.7,174
31.668333,-106.5555,33000101,17.96,,,,,,4,36.6,2.9199,247,236.61,35.3,3.1,130.6
31.7394,-106.4869,31399999,0.21,,0.17,0.17,,16.86,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,0.13,0.13,,,0.13,11.24,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,18.67,110,,33.33,,1.89,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,0.13,1.32,0.13,0.12,0.13,21.16,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.735,-106.4783,31399999,4.41,,6.3,6.07,,56.43,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,61.22,,,,,,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,0.13,7.54,0.63,0.61,0.13,12.96,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,0.13,0.13,0.13,0.12,0.13,14.29,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,0.26,15.21,0.53,0.53,0.13,1.98,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,0.66,0.13,0.13,0.12,0.13,160.98,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.738333,-106.4836,31399999,1.59,0.66,1.9,1.84,0.66,6.35,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.705277,-106.4488,31399999,0.1,,86.42,83.27,,156.53,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,0.13,0.53,60.41,59.36,0.13,57.81,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,1.91,,,,,69,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,0.13,0.13,0.13,0.12,0.13,323.29,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.658611,-106.4269,31399999,6.27,0.02,,,,9.3,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.652777,-106.6527,31399999,1.37,0.04,0.13,0.13,,18.85,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.738333,-106.4836,31399999,0.53,0.26,0.13,0.12,0.13,47.62,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,0.66,43.26,1.19,1.19,0.13,1.19,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,0.53,36.38,1.06,1.06,0.13,1.06,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,0.13,0.13,0.13,0.12,0.13,55.56,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,8.99,55.95,0.13,0.13,0.13,0.13,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,0.4,0.53,0.13,0.12,0.13,42.86,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,0.13,0.93,0.13,0.12,0.13,51.59,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,0.26,0.66,0.13,0.12,0.13,10.58,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.738333,-106.4836,31399999,21.16,0.79,0.13,0.13,0.13,0.13,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.7394,-106.4869,31399999,0.8,0.47,0.09,0.09,0.01,21,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.732222,-106.4036,31399999,2.47,,,,,13.12,4,37.4,1.706,122,60.37,26.4,3.1,130.7
31.733888,-106.4783,31499999,0.02,,0.01,0.01,,21.91,4,29.8,1.8044,141,37.08,14.5,1.7,106.5
31.7394,-106.4869,31499999,31.65,186.5,56.52,,0.01,3.2,4,29.8,1.8044,141,37.08,14.5,1.7,106.5
31.700277,-106.5563,31499999,17.28,,,,,,4,29.8,1.8044,141,37.08,14.5,1.7,106.5
31.7,-106.4666,31499999,1.5,,0.84,0.75,,20.69,4,29.8,1.8044,141,37.08,14.5,1.7,106.5
31.718611,-106.4013,31499999,5.34,,1.28,1.15,,30.27,4,29.8,1.8044,141,37.08,14.5,1.7,106.5
31.735,-106.4783,31499999,140.58,,,,,15.65,4,29.8,1.8044,141,37.08,14.5,1.7,106.5
31.7394,-106.4869,39990001,0.13,0.13,0.13,0.12,0.13,27.78,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
31.7394,-106.4869,39990001,0.2,,,,,57.35,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
31.7394,-106.4869,39990001,0.13,0.13,0.13,0.12,0.13,79.37,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
31.7394,-106.4869,39990001,1.06,66.14,1.85,1.85,0.13,1.85,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
31.7394,-106.4869,30702001,0.13,0.13,0.12,0.12,1.46,9.39,3,34.5,3.2152,107,296.48,36.5,16.5,219.2
31.450566,-106.5691,40400101,0.03,0.13,0.09,0.09,0.01,644.31,7,10.4,0.5249,67.7,0.59,2.7,0,31.2
28.183333,-108.5333,30302401,1.15,4.59,543.33,152.13,16.3,0.05,3,59,2.9527,108,519.64,75.9,28.8,269.1
26.8022,-105.8202,30302401,,,21.79,6.1,,,3,40.2,3.2152,108,616.13,75.9,34.2,278.1
26.8022,-105.8202,39990001,38.49,0.64,8.97,8.63,1.04,,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
27.8547,-105.4925,30302401,0.66,2.66,0.13,0.03,9.43,0.03,3,40.2,3.2152,108,616.13,75.9,34.2,278.1
25.721944,-100.1413,10100212,124.52,492.9,9.76,9.59,1.46,3.2,2,68.8,14.435,328,11276.37,68.9,130.6,436.5
25.721944,-100.1413,10100212,124.52,492.9,9.76,9.59,1.46,3.2,2,68.8,14.435,328,10739.4,65.6,124.4,429.8
25.721944,-100.1413,10100212,124.52,492.9,9.76,9.59,1.46,3.2,2,68.8,14.435,328,10202.43,62.3,118.2,422.9
25.721944,-100.1413,10100212,124.52,492.9,9.76,9.59,1.46,3.2,2,68.8,14.435,328,11813.34,72.2,136.9,443
25.721944,-100.1413,10100212,259.43,1026.88,20.34,19.98,3.04,6.68,2,131,17.998,229,14683.25,57.7,273.1,571.3
25.721944,-100.1413,10100212,280.18,1109.03,21.97,21.58,3.28,7.21,2,131,17.998,229,14683.25,57.7,273.1,571.3
25.736944,-100.2122,30700801,,7.08,8.03,8.03,244.23,,3,47.5,2.8871,135,209.2,32,9.9,190.3
25.736944,-100.2122,30700801,,7.08,8.04,8.04,244.24,,3,47.5,2.8871,135,209.2,32,9.9,190.3
25.75,-100.2166,30105001,13.66,3,0.32,0.32,0.03,0.21,7,36.2,0.1968,103,0.07,2.2,0,23.8
25.747777,-100.2011,30499999,5.88,9.46,11.17,10.62,24.91,28.56,4,41.4,2.0997,242,124.97,36.1,1.8,112.8
25.781388,-100.1886,30900199,,15.74,0.48,0.43,0.1,,4,29.5,2.0997,177,86.45,25,3,126.8
25.590277,-100.0011,30600111,392.96,234.81,124.71,81.06,1889.5,965.3,2,114,8.2021,755,1993.53,37.7,282.6,572.2
25.590277,-100.0011,30600111,73.81,44.1,23.42,15.23,354.9,181.31,2,131,14.763,1171,673.99,3.9,181,503.2
25.590277,-100.0011,30600111,9.02,5.39,2.86,1.86,43.38,22.16,3,98.4,3.6089,811,20.14,2,3.2,150.7
25.590277,-100.0011,30600111,106.88,63.87,33.92,22.05,513.94,262.56,2,121,7.5459,487,498.86,11.2,30,291.3
25.590277,-100.0011,30600111,301.38,180.09,95.65,62.17,1449.16,740.34,2,131,14.763,409,2752.11,16.1,99.8,419.9
25.590277,-100.0011,30600105,23.92,14.29,7.59,4.93,115.01,58.76,3,114,8.2021,488,121.35,2.3,7.3,193.8
25.590277,-100.0011,30600105,20.5,12.25,6.51,4.23,98.58,50.36,3,131,9.8425,431,124.81,1.6,5.4,183.3
25.590277,-100.0011,30600111,229.62,137.21,72.88,47.37,1104.12,564.07,2,78.7,11.482,499,1630.88,15.7,103.9,409
25.590277,-100.0011,30600111,82.01,49,26.03,16.92,394.33,201.45,2,131,13.123,436,665.67,4.9,29.6,293.4
25.590277,-100.0011,30600111,184.52,110.26,58.56,38.06,887.24,453.27,2,144,14.763,418,1684.97,9.8,65.8,374.4
25.590277,-100.0011,30600111,61.51,36.75,19.52,12.69,295.75,151.09,2,144,14.763,704,561.66,3.3,70.9,382.8
25.590277,-100.0011,30600111,53.31,31.85,16.92,11,256.31,130.94,3,131,9.8425,517,324.51,4.3,22.5,271
25.590277,-100.0011,10200401,768.83,459.42,244.01,158.6,3696.84,1888.62,2,144,14.763,370,7020.69,41,171.2,498.7
25.590277,-100.0011,10200401,344.43,205.82,109.31,71.05,1656.18,846.1,2,144,14.763,368,3145.27,18.4,74.8,389
25.590277,-100.0011,10200401,897.99,536.6,285,185.25,4317.91,2205.91,2,144,14.763,398,8200.16,47.9,270,573.2
25.590277,-100.0011,10200401,725.77,433.69,230.34,149.72,3489.82,1782.86,1,144,14.763,690,6627.53,38.7,808.2,806.8
25.590277,-100.0011,10200401,92.26,55.13,29.28,19.03,443.62,226.63,2,144,14.763,499,842.48,4.9,53.7,352.8
25.590277,-100.0011,10200401,461.3,275.65,146.4,95.16,2218.1,1133.17,2,144,14.763,382,4212.41,24.6,118.2,445.8
25.590277,-100.0011,10200401,399.79,238.9,126.88,82.47,1922.36,982.08,2,144,14.763,391,3650.76,21.3,112.4,439.2
25.590277,-100.0011,10200401,92.26,55.13,29.28,19.03,443.62,226.63,2,144,14.763,499,842.48,4.9,53.7,352.8
25.590277,-100.0011,10200401,239.87,143.34,76.13,49.48,1153.41,589.25,2,144,14.763,391,2190.46,12.8,67.4,377.3
25.590277,-100.0011,30600111,448.99,268.3,142.5,92.62,2158.95,1102.95,1,144,14.763,640,4100.08,24,437.5,665.6
25.590277,-100.0011,30600111,49.2,29.4,15.62,10.15,236.6,120.87,2,144,14.763,659,449.32,2.6,50.5,346.7
25.590277,-100.0011,30600111,109.34,65.34,34.7,22.56,525.77,268.6,2,114,8.2021,508,554.72,10.5,36.9,307.3
25.590277,-100.0011,30600111,112.76,67.38,35.79,23.26,542.2,277,2,131,8.2021,499,572.06,10.8,36.5,311.5
25.590277,-100.0011,30600111,112.76,67.38,35.79,23.26,542.2,277,2,131,8.2021,499,572.06,10.8,36.5,311.5
25.590277,-100.0011,30600111,54.67,32.67,17.35,11.28,262.89,134.3,3,98.4,6.5616,427,221.89,6.6,9.3,202
25.522,-99.901,40400101,0.03,0.13,0.09,0.09,0.01,29.77,7,10.4,0.5249,67.7,0.59,2.7,0,31.2
25.953055,-100.1666,30101401,,135.06,30.57,29.46,0.05,,4,27.9,2.6902,126,81.31,14.3,4.1,139.2
25.953055,-100.1666,30399999,1830.9,497.4,14.22,8.53,153.35,,3,56.2,2.6902,191,149.57,26.3,4.5,152.5
25.953055,-100.1666,30499999,,2.08,15.92,14.26,,,4,41.4,2.0997,242,124.97,36.1,1.8,112.8
25.941666,-100.1741,30900199,,12.81,30.53,27.35,,,4,29.5,2.0997,177,86.45,25,3,126.8
25.953055,-100.1666,31499999,3.19,5.7,10.91,9.77,0.05,0.23,4,29.8,1.8044,141,37.08,14.5,1.7,106.5
25.811944,-100.5988,30504001,5.06,30.25,15.78,10.13,83.62,0.21,3,33.9,3.7073,143,439.51,40.7,19.7,231.5
25.816666,-100.6,30107001,465.73,709.18,17.32,17.13,,,4,43.2,1.6404,157,34.18,16.2,1.4,104.5
25.763333,-100.5494,30107001,859.09,20.62,30.6,30.26,246.27,,4,43.2,1.6404,157,34.18,16.2,1.4,104.5
25.788333,-100.4486,30101801,41.13,3.49,5.2,5.14,19.38,,4,53.8,1.706,190,69,30.2,2.1,121.3
25.766666,-100.5666,30501401,140.88,478.54,,,1834.7,12.91,3,78.3,3.412,331,405.89,44.4,5.1,164.6
25.811944,-100.5988,30501401,5.96,,0.13,0.13,,1.53,3,78.3,3.412,331,405.89,44.4,5.1,164.6
25.816666,-100.5666,30400701,8.29,27.55,2.4,2.28,155.5,,3,39.4,2.6902,157,190.97,33.6,7.7,174
25.811944,-100.5988,31499999,,31.74,118.16,105.85,2.69,,4,29.8,1.8044,141,37.08,14.5,1.7,106.5
25.663888,-100.4013,30102401,38.03,45.39,2.7,2.7,0.31,,4,44.1,1.706,193,70.42,30.8,2.1,118
25.663888,-100.4013,30102401,12.6,14.99,,,0.09,1.3,4,44.1,1.706,193,70.42,30.8,2.1,118
25.663888,-100.4013,30501401,3.7,244.71,53.93,52.99,306.35,,3,78.3,3.412,331,405.89,44.4,5.1,164.6
25.663888,-100.4013,31299999,1.72,23.68,5.12,4.94,0.03,8.44,4,30.5,1.9028,163,65.41,23,2.5,120.9
25.808333,-100.3266,31399999,238.46,1.64,2.58,1.55,,,4,37.4,1.706,122,60.37,26.4,3.1,130.7
25.833055,-100.3227,31400901,4.86,0.33,44.22,42.61,,38.22,7,20.9,1.706,291,37.72,16.5,0,24.9
25.808333,-100.3266,31499999,,4.7,8.84,7.92,0.07,,4,29.8,1.8044,141,37.08,14.5,1.7,106.5
25.808333,-100.3266,39990001,,,10.87,9.95,,,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
25.678888,-100.2347,30101401,0.07,,1403,1351.8,,,4,27.9,2.6902,126,81.31,14.3,4.1,139.2
25.678888,-100.2347,39990001,,,8.18,0.28,,,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
25.678888,-100.2347,39990001,108.41,129.06,,,0.77,11.23,3,57.9,3.0839,368,226.45,30.3,5.4,161.2
25.671111,-100.3083,30302401,36.45,43.39,54.82,17.73,0.26,3.77,3,40.2,3.2152,108,616.13,75.9,34.2,278.1
25.671111,-100.3083,30504001,119.93,199.88,10.85,,0.26,12.42,3,33.9,3.7073,143,439.51,40.7,19.7,231.5
25.671111,-100.3083,30532001,15.95,149.95,83.66,60.39,1803.3,2.42,8,0,0.2952,81.9,0,0,0,0
25.671111,-100.3083,10100601,72.48,245.12,9.92,9.74,2.45,7.4,2,263,10.301,268,3910.57,46.9,26.2,323.5
25.671111,-100.3083,10100212,124.28,635.67,343.86,337.83,5365.64,7.21,2,126,10.17,389,5524.11,68,166.7,489.2
25.671111,-100.3083,10100212,124.28,635.67,343.86,337.83,5365.64,7.21,2,126,10.17,348,5076.05,62.5,89.8,405.1
25.671111,-100.3083,10100212,124.28,635.67,343.86,337.83,5365.64,7.21,2,126,10.17,384,4866.55,59.9,139.5,463.1
