GRIDCODE,CVIDE,Fa,USs4ginCELL (m2),USs4ginMUNICIPIO (m2)
1351,07054,0.002751807,624029.4145,226770740
1351,07054,0.007598555,1723129.999,226770740
1351,07054,0.003624061,821831.043,226770740
1351,07054,0.002970986,673732.6416,226770740
1351,07054,0.000379054,85958.44195,226770740
1351,07054,0.003387367,768155.627,226770740
1351,07089,6.52391E-05,43412.58082,665437753.6
1351,07089,0.002015813,1341398.08,665437753.6
1351,07089,0.00105922,704845.2745,665437753.6
1351,07089,0.003924796,2611707.531,665437753.6
1351,07089,0.055239813,36758657.33,665437753.6
1351,07089,0.004911576,3268348.406,665437753.6
1351,07089,0.000164161,109239.257,665437753.6
1351,07089,0.002302082,1531892.268,665437753.6
1351,07089,0.000416249,276988.0482,665437753.6
1351,07089,0.001995913,1328155.967,665437753.6
1351,07089,0.000678578,451551.3456,665437753.6
1351,07089,0.001250262,831971.3675,665437753.6
1351,07089,3.44064E-05,22895.2993,665437753.6
1351,07089,0.001447197,963019.289,665437753.6
1351,07089,0.003996426,2659372.483,665437753.6
1351,07089,0.000500268,332897.4862,665437753.6
1351,07089,0.000170996,113787.3028,665437753.6
1352,07089,0.013204202,8786574.573,665437753.6
1352,07089,0.069017651,45926950.97,665437753.6
1352,07089,0.002344761,1560292.454,665437753.6
1352,07089,0.000721027,479798.7671,665437753.6
1352,07089,0.007929372,5276503.345,665437753.6
1352,07089,0.000653615,434939.814,665437753.6
1352,07089,0.000560823,373192.9795,665437753.6
1352,07089,0.000953425,634445.1275,665437753.6
1352,07089,0.00282469,1879655.493,665437753.6
1352,07089,0.002177687,1449115.063,665437753.6
1352,07089,0.004413146,2936673.641,665437753.6
1352,07089,0.000439879,292711.8093,665437753.6
1352,07089,0.000469309,312295.7884,665437753.6
1352,07089,0.000544206,362135.0201,665437753.6
1352,07102,0.000383712,39840.15501,103828160.3
1353,07035,0.150433156,10061868.03,66885973.14
1353,07035,0.045476889,3041765.973,66885973.14
1353,07035,0.012107136,809797.5487,66885973.14
1353,07035,0.01507016,1007982.309,66885973.14
1353,07035,0.006258139,418581.7148,66885973.14
1353,07055,0.035087519,657483.3724,18738382.82
1353,07055,0.877456809,16442121.6,18738382.82
1353,07055,0.067058011,1256558.676,18738382.82
1353,07055,0.020397661,382219.1716,18738382.82
1353,07089,0.002624868,1746686.377,665437753.6
1353,07089,0.001176625,782970.4134,665437753.6
1353,07089,0.000539396,358934.4452,665437753.6
1353,07102,0.00315805,327894.4782,103828160.3
1353,07102,0.234398298,24337144.03,103828160.3
1353,07102,0.000142428,14788.00575,103828160.3
1353,07102,0.003721982,386446.575,103828160.3
1353,07102,0.005237837,543834.9955,103828160.3
1353,07102,2.81958E-05,2927.518821,103828160.3
1353,07102,5.47368E-05,5683.225951,103828160.3
1353,07102,3.3523E-05,3480.633542,103828160.3
1354,07035,3.26981E-05,2187.046823,66885973.14
1354,07035,1.31102E-05,876.8907263,66885973.14
1702,07037,0.001927849,275646.0225,142981159.5
1702,07054,0.022271913,5050618.288,226770740
1702,07054,5.22113E-05,11840.00106,226770740
1702,07054,0.0623576,14140879.02,226770740
1702,07054,0.017731315,4020943.334,226770740
1703,07037,0.005245231,749969.1907,142981159.5
1703,07037,0.025364315,3626619.171,142981159.5
1703,07037,0.000104198,14898.40353,142981159.5
1703,07037,0.001440135,205912.1035,142981159.5
1703,07037,3.58371E-08,5.124036682,142981159.5
1703,07054,0.023339705,5292762.159,226770740
1703,07054,0.01855388,4207477.111,226770740
1703,07054,0.003000346,680390.6433,226770740
1703,07054,0.016801368,3810058.739,226770740
1703,07054,0.008211223,1862065.118,226770740
1703,07054,0.00068097,154424.1672,226770740
1703,07054,0.056792575,12878894.2,226770740
1703,07054,0.011308831,2564511.995,226770740
1703,07054,0.000159517,36173.78019,226770740
1703,07054,0.089416884,20277132.96,226770740
1703,07054,0.001935882,439001.4419,226770740
1703,07054,0.050633197,11482127.58,226770740
1703,07054,0.011896284,2697729.2,226770740
1703,07054,0.011803844,2676766.384,226770740
1703,07054,0.003119532,707418.5992,226770740
1703,07054,0.000598813,135793.2221,226770740
1703,07089,4.49784E-05,29930.30586,665437753.6
1703,07089,0.001550796,1031957.955,665437753.6
1704,07054,3.80111E-05,8619.796723,226770740
1704,07054,0.009929777,2251782.947,226770740
1704,07054,5.30671E-05,12034.05787,226770740
1704,07054,0.053903713,12223784.84,226770740
1704,07054,0.000842618,191081.0405,226770740
1704,07054,0.016010254,3630657.102,226770740
1704,07054,0.00217198,492541.4209,226770740
1704,07089,0.010940744,7280384.062,665437753.6
1704,07089,0.002085019,1387450.576,665437753.6
1704,07089,0.001572414,1046343.548,665437753.6
1704,07089,0.000311747,207448.0662,665437753.6
1704,07089,0.020385635,13565371.29,665437753.6
1704,07089,0.001123303,747488.0354,665437753.6
1704,07089,0.004002684,2663536.967,665437753.6
1704,07089,1.06194E-05,7066.521837,665437753.6
1704,07089,0.003315803,2206460.724,665437753.6
1704,07089,0.009186368,6112955.838,665437753.6
1705,07089,0.000822598,547387.7136,665437753.6
1705,07089,0.002692556,1791728.182,665437753.6
1705,07089,0.001994819,1327427.552,665437753.6
1705,07089,0.00102016,678853.284,665437753.6
1705,07089,0.002069981,1377443.301,665437753.6
1705,07089,0.00350662,2333437.398,665437753.6
1705,07089,0.001012,673422.6828,665437753.6
1705,07089,0.001752401,1166114.084,665437753.6
1705,07089,0.017016956,11323725.05,665437753.6
1705,07089,0.001883068,1253064.435,665437753.6
1705,07089,0.001866494,1242035.631,665437753.6
1706,07089,9.20786E-07,612.7255626,665437753.6
1706,07089,0.000831976,553628.3327,665437753.6
1706,07102,0.248866259,25839325.8,103828160.3
1706,07102,0.096368577,10005772.06,103828160.3
1706,07102,0.000609242,63256.52301,103828160.3
1706,07102,0.001330962,138191.3801,103828160.3
1707,07102,0.118271571,12279919.66,103828160.3
2055,07037,0.059083677,8447852.705,142981159.5
2055,07037,0.000217498,31098.16272,142981159.5
2055,07037,0.001215953,173858.3908,142981159.5
2055,07037,0.003450816,493401.6194,142981159.5
2055,07037,0.003051821,436352.9753,142981159.5
2055,07040,0.037563816,7728464.555,205742265.1
2055,07054,0.000565183,128166.9348,226770740
2055,07054,0.000284202,64448.73096,226770740
2056,07037,0.085545895,12231451.28,142981159.5
2056,07037,0.020215938,2890498.287,142981159.5
2056,07037,0.009990633,1428472.272,142981159.5
2056,07037,0.027955505,3997110.585,142981159.5
2056,07037,0.190391321,27222371.85,142981159.5
2056,07037,0.020769417,2969635.297,142981159.5
2056,07037,0.05761974,8238537.287,142981159.5
2056,07037,0.000215132,30759.76645,142981159.5
2056,07037,5.96888E-05,8534.379836,142981159.5
2056,07054,0.002842577,644613.3808,226770740
2056,07054,0.001196219,271267.4623,226770740
2056,07054,0.003427667,777294.6344,226770740
2056,07054,0.000999262,226603.3683,226770740
2056,07089,0.000238985,159029.643,665437753.6
2056,07089,0.00011855,78887.65403,665437753.6
2057,07037,0.053911952,7708393.446,142981159.5
2057,07037,0.0449426,6425945.113,142981159.5
2058,07037,0.033982433,4858847.715,142981159.5
2058,07037,0.001594391,227967.9283,142981159.5
2058,07089,0.060699073,40391455,665437753.6
2058,07089,0.00159021,1058185.788,665437753.6
2058,07089,5.92743E-05,39443.38928,665437753.6
2058,07089,4.26708E-05,28394.75402,665437753.6
2059,07015,0.064710817,6209441.177,95956772.8
2059,07089,0.045168538,30056850.48,665437753.6
2059,07089,0.000768958,511693.4153,665437753.6
2059,07102,0.184457803,19151914.33,103828160.3
2059,07102,0.001335886,138702.5595,103828160.3
2060,07015,0.060143522,5771178.298,95956772.8
2060,07015,0.005096901,489082.1839,95956772.8
2060,07102,0.053393026,5543699.708,103828160.3
2060,07102,0.029356393,3048020.254,103828160.3
2406,07003,1.58794E-06,202.4763289,127508759.3
2406,07071,0.018455471,2966945.836,160762397.6
2407,07040,0.095557322,19660179.86,205742265.1
2407,07040,0.001379339,283788.2952,205742265.1
2407,07071,0.009932142,1596714.978,160762397.6
2407,07071,0.003611193,580543.9747,160762397.6
2407,07071,0.049769781,8001109.311,160762397.6
2408,07037,0.009522217,1361497.659,142981159.5
2408,07040,0.309483758,63673889.39,205742265.1
2408,07040,0.049388033,10161205.69,205742265.1
2408,07040,0.00873375,1796901.604,205742265.1
2408,07071,0.006313114,1014911.418,160762397.6
2408,07071,1.28234E-05,2061.512588,160762397.6
2409,07037,0.001914323,273712.1601,142981159.5
2409,07037,0.005671499,810917.5646,142981159.5
2409,07037,2.50385E-05,3580.039617,142981159.5
2409,07037,0.017804358,2545687.694,142981159.5
2409,07037,0.000598996,85645.13125,142981159.5
2409,07040,0.000420406,86495.36794,205742265.1
2409,07040,0.032949795,6779165.369,205742265.1
2409,07040,0.005504619,1132532.748,205742265.1
2409,07103,0.103563482,13390167.47,129294295.7
2409,07103,0.050294739,6502822.892,129294295.7
2409,07103,0.012984569,1678830.757,129294295.7
2409,07103,1.21298E-07,15.68315929,129294295.7
2410,07037,0.303446717,43387163.36,142981159.5
2410,07037,0.00534875,764770.4695,142981159.5
2410,07089,0.011474058,7635271.552,665437753.6
2410,07103,0.103641283,13400226.69,129294295.7
2411,07037,0.006943771,992828.4693,142981159.5
2411,07089,0.118615523,78931247.01,665437753.6
2412,07015,0.490926137,47107687.76,95956772.8
2412,07089,0.041581013,27669575.71,665437753.6
2413,07015,0.260347488,24982104.74,95956772.8
2413,07105,0.892776945,47041448.2,52691154.81
2414,07105,0.062114922,3272906.97,52691154.81
2759,07003,0.00475405,606182.9735,127508759.3
2759,07003,0.001002112,127778.0303,127508759.3
2759,07003,0.00875139,1115878.856,127508759.3
2759,07003,0.076757236,9787219.969,127508759.3
2759,07003,0.015621188,1991838.25,127508759.3
2759,07071,0.14158173,22761018.3,160762397.6
2759,07071,0.025045373,4026354.239,160762397.6
2760,07003,2.80523E-05,3576.918631,127508759.3
2760,07071,0.013248538,2129866.802,160762397.6
2760,07071,0.371920842,59790886.3,160762397.6
2760,07071,0.004863707,781901.1653,160762397.6
2760,07071,0.004543975,730500.27,160762397.6
2761,07040,0.06648063,13677875.36,205742265.1
2761,07040,0.069860098,14373174.77,205742265.1
2761,07040,0.012063964,2482067.312,205742265.1
2761,07071,0.007415368,1192112.323,160762397.6
2761,07071,0.00203014,326370.1911,160762397.6
2761,07071,0.002325695,373884.3286,160762397.6
2761,07071,0.007625174,1225841.271,160762397.6
2761,07071,0.050148109,8061930.298,160762397.6
2761,07071,0.016674094,2680567.406,160762397.6
2762,07040,0.103133653,21218951.3,205742265.1
2762,07040,0.00569969,1172667.035,205742265.1
2762,07103,0.179608148,23222308.95,129294295.7
2763,07037,0.000428153,61217.74947,142981159.5
2763,07089,0.059044314,39290315.76,665437753.6
2763,07103,0.321837342,41611732.44,129294295.7
2764,07057,0.011273498,2338201.654,207406940.2
2764,07089,0.097428301,64832469.88,665437753.6
2765,07015,0.083646906,8026487.166,95956772.8
2765,07089,0.021025469,13991141.01,665437753.6
2766,07015,0.031867752,3057926.632,95956772.8
2766,07105,0.045108132,2376799.583,52691154.81
3109,07051,0.003820649,300949.3943,78769174.53
3110,07003,0.00461282,588174.9702,127508759.3
3110,07003,0.010351433,1319898.398,127508759.3
3110,07003,0.100090625,12762431.41,127508759.3
3110,07051,0.005774261,454833.7904,78769174.53
3110,07051,0.010476387,825216.3403,78769174.53
3110,07051,4.12065E-05,3245.79895,78769174.53
3111,07003,0.176167172,22462857.53,127508759.3
3111,07003,0.077945017,9938672.388,127508759.3
3111,07003,0.04084403,5207971.625,127508759.3
3112,07003,0.098037324,12500617.49,127508759.3
3112,07003,0.015154101,1932280.58,127508759.3
3112,07003,0.054954134,7007133.502,127508759.3
3112,07003,0.027824798,3547905.407,127508759.3
3112,07003,0.01609062,2051694.936,127508759.3
3112,07003,0.011873391,1513961.317,127508759.3
3112,07003,0.005890675,751112.6512,127508759.3
3113,07003,7.89418E-06,1006.576814,127508759.3
3113,07032,0.040368908,2098669.048,51987263.47
3113,07071,0.009357574,1504346.055,160762397.6
3113,07071,2.46405E-05,3961.262322,160762397.6
3113,07071,0.018304261,2942636.936,160762397.6
3113,07071,0.007291636,1172220.814,160762397.6
3113,07071,0.001298512,208751.9527,160762397.6
3114,07032,0.005210369,270872.8361,51987263.47
3114,07040,0.097990042,20160693.12,205742265.1
3114,07071,0.07992716,12849281.82,160762397.6
3114,07071,0.012049991,1937185.491,160762397.6
3114,07071,0.007257179,1166681.506,160762397.6
3114,07071,0.00353277,567936.5387,160762397.6
3115,07032,0.018010068,936294.1641,51987263.47
3115,07040,0.102809376,21152233.89,205742265.1
3115,07057,0.105294476,21838805.08,207406940.2
3115,07071,0.000180125,28957.32671,160762397.6
3115,07103,0.108408591,14016612.4,129294295.7
3116,07057,0.2287632,47447075.39,207406940.2
3116,07089,0.012998576,8649743.165,665437753.6
3116,07103,0.119661725,15471578.41,129294295.7
3117,07057,0.022694393,4706974.518,207406940.2
3117,07057,0.006053671,1255573.309,207406940.2
3117,07089,0.007912175,5265059.633,665437753.6
3117,07089,0.000123801,82381.75245,665437753.6
3118,07015,0.003260477,312864.8465,95956772.8
3118,07057,0.007260668,1505912.88,207406940.2
3118,07057,0.004824701,1000676.462,207406940.2
3118,07057,0.003969078,823214.231,207406940.2
3118,07089,1.74595E-05,11618.21082,665437753.6
3118,07089,0.000829517,551991.7171,665437753.6
3118,07089,0.000259904,172949.8952,665437753.6
3118,07089,0.000285882,190236.4587,665437753.6
3461,07051,0.030812711,2427091.826,78769174.53
3462,07051,0.037669334,2967182.343,78769174.53
3462,07051,0.009123383,718641.3533,78769174.53
3462,07051,0.011238309,885232.3589,78769174.53
3462,07051,0.025705942,2024835.87,78769174.53
3462,07051,0.026573018,2093134.697,78769174.53
3462,07051,0.002450188,192999.2621,78769174.53
3463,07003,0.001148112,146394.376,127508759.3
3463,07003,0.009070828,1156609.963,127508759.3
3463,07003,0.023982146,3057933.676,127508759.3
3463,07003,0.00036459,46488.36129,127508759.3
3463,07051,0.246091986,19384462.61,78769174.53
3463,07051,0.006946948,547205.3887,78769174.53
3463,07051,0.010449753,823118.4103,78769174.53
3463,07051,0.004126395,325032.7508,78769174.53
3463,07051,0.008500067,669543.2271,78769174.53
3463,07051,0.023818496,1876163.246,78769174.53
3463,07051,0.01600927,1261036.997,78769174.53
3463,07051,0.013884425,1093664.723,78769174.53
3463,07051,0.003351885,264025.2167,78769174.53
3463,07051,0.006811525,536538.2208,78769174.53
3464,07001,0.087463891,1129947.62,12919018.45
3464,07001,0.027885357,360251.444,12919018.45
3464,07001,1.35975E-05,175.6667704,12919018.45
3464,07001,0.122324781,1580316.103,12919018.45
3464,07003,0.055988621,7139039.609,127508759.3
3464,07003,0.018661939,2379560.703,127508759.3
3464,07003,0.01422323,1813586.377,127508759.3
3464,07003,0.003009483,383735.4419,127508759.3
3464,07003,0.04162978,5308161.577,127508759.3
3464,07003,0.004548405,579961.5419,127508759.3
3464,07003,0.017919316,2284869.808,127508759.3
3464,07003,0.033412852,4260431.241,127508759.3
3464,07032,0.01697737,882607.0138,51987263.47
3465,07001,0.263785878,3407854.625,12919018.45
3465,07001,0.067315434,869649.3325,12919018.45
3465,07003,0.009110948,1161725.615,127508759.3
3465,07003,0.014440316,1841266.751,127508759.3
3465,07032,0.043970574,2285909.827,51987263.47
3465,07032,0.011843758,615724.5453,51987263.47
3466,07032,0.048674811,2530470.22,51987263.47
3466,07032,0.003947432,205216.1941,51987263.47
3466,07071,0.056040993,9009284.446,160762397.6
3467,07032,0.035262904,1833221.892,51987263.47
3467,07032,0.357612792,18591310.45,51987263.47
3467,07032,0.062720637,3260674.275,51987263.47
3467,07040,0.000205621,42305.0242,205742265.1
3467,07057,0.00236588,490699.9088,207406940.2
3467,07071,0.063633529,10229878.71,160762397.6
3467,07071,0.005584358,897754.7898,160762397.6
3468,07032,0.134032393,6967977.335,51987263.47
3468,07032,0.001989532,103430.3037,51987263.47
3468,07040,0.000775838,159622.6766,205742265.1
3468,07040,2.51442E-07,51.73216752,205742265.1
3468,07057,0.222576427,46163895.79,207406940.2
3469,07057,0.007675737,1592001.144,207406940.2
3469,07057,0.126300657,26195632.72,207406940.2
3470,07053,0.07435442,1672212.321,22489749.91
3470,07057,0.048853475,10132549.81,207406940.2
3470,07057,0.038853194,8058422.015,207406940.2
3471,07053,0.080850614,1818310.086,22489749.91
3471,07053,0.005861839,131831.2841,22489749.91
3471,07053,0.10846493,2439349.151,22489749.91
3471,07057,0.014526638,3012925.469,207406940.2
3813,07051,0.0070387,554432.6195,78769174.53
3814,07051,0.01191276,938358.2586,78769174.53
3815,07051,2.15615E-05,1698.381723,78769174.53
3816,07051,0.095748563,7542035.253,78769174.53
3816,07051,0.023823806,1876581.57,78769174.53
3817,07001,0.417226106,5390151.767,12919018.45
3817,07001,0.013984955,180671.8901,12919018.45
3817,07003,0.005729786,730597.9227,127508759.3
3817,07051,0.00512727,403870.8006,78769174.53
3819,07032,0.05297377,2753961.329,51987263.47
3820,07032,0.154322712,8022815.464,51987263.47
3821,07032,0.01208197,628108.5791,51987263.47
3821,07057,0.003672006,761599.6296,207406940.2
3822,07057,0.004499325,933191.2369,207406940.2
3822,07057,0.002615518,542476.5258,207406940.2
3822,07057,0.018536938,3844689.602,207406940.2
3822,07057,0.014806028,3070873.03,207406940.2
3822,07070,2.23106E-05,788.6946737,35350681.72
3823,07053,0.001440337,32392.82186,22489749.91
3823,07057,0.000451352,93613.49456,207406940.2
3823,07057,0.027580526,5720392.558,207406940.2
3823,07057,0.000847486,175774.4565,207406940.2
3823,07057,0.067182487,13934114.12,207406940.2
3823,07057,6.82726E-05,14160.20991,207406940.2
3823,07070,0.347431433,12281938.02,35350681.72
3824,07006,0.002000363,94203.07844,47092982.56
3824,07053,0.031620803,711143.9597,22489749.91
3824,07053,0.082982147,1866247.739,22489749.91
3824,07053,0.039366009,885331.701,22489749.91
3824,07053,0.042449308,954674.3095,22489749.91
3824,07053,0.039265356,883068.0319,22489749.91
3824,07053,0.048025039,1080071.114,22489749.91
3824,07053,0.327324525,7361446.703,22489749.91
3824,07053,0.090426042,2033659.077,22489749.91
3824,07057,7.78951E-05,16155.98089,207406940.2
3824,07057,0.008376475,1737339.06,207406940.2
3824,07070,0.01121218,396358.2057,35350681.72
3825,07006,0.002557736,120451.4204,47092982.56
3825,07006,0.00067612,31840.50092,47092982.56
3825,07053,0.009131621,205367.8787,22489749.91
4121,20401,0.000306044,44784.51046,146333721.7
4121,20439,0.013252474,2139753.411,161460671.7
4122,20439,0.004061511,655774.2806,161460671.7
4122,20439,0.034190817,5520472.283,161460671.7
4123,20439,0.002525196,407719.8316,161460671.7
4123,20439,0.089963843,14525622.5,161460671.7
4124,20439,0.063892006,10316046.17,161460671.7
4124,20439,0.026871894,4338754.023,161460671.7
4124,20439,0.01529206,2469066.269,161460671.7
4124,20439,0.008945535,1444352.166,161460671.7
4124,20439,0.014980634,2418783.187,161460671.7
4125,20324,0.089177476,5331663.641,59787111.08
4125,20439,0.000322632,52092.31539,161460671.7
4125,20439,0.013131443,2120211.64,161460671.7
4125,20439,0.000206091,33275.62092,161460671.7
4126,20324,0.003873743,231599.9156,59787111.08
4126,20324,0.004231009,252959.8229,59787111.08
4126,20324,0.023139623,1383451.206,59787111.08
4127,20324,0.005660562,338428.6266,59787111.08
4127,20324,0.027126459,1621812.599,59787111.08
4127,20413,0.128569834,6367684.415,49527048.52
4127,20413,0.019337599,957734.1973,49527048.52
4128,20413,0.110395947,5467585.403,49527048.52
4128,20413,0.008278713,410020.2273,49527048.52
4128,20413,0.076524569,3790036.02,49527048.52
4128,20413,0.012582059,623152.2316,49527048.52
4169,07051,0.167035582,13157254.88,78769174.53
4169,07051,0.066806837,5262319.432,78769174.53
4170,07051,0.000182776,14397.10246,78769174.53
4170,07051,0.035217244,2774033.266,78769174.53
4173,07080,0.00021118,20392.3595,96564028.85
4174,07080,0.043598937,4210089.006,96564028.85
4175,07070,0.082463327,2915134.814,35350681.72
4175,07080,0.001539713,148680.9205,96564028.85
4175,07080,0.009868107,952904.1949,96564028.85
4175,07080,0.016554408,1598560.364,96564028.85
4176,07036,0.00039995,5525.193224,13814707.56
4176,07036,0.104115112,1438319.822,13814707.56
4176,07036,0.057455838,793735.596,13814707.56
4176,07070,0.553949002,19582474.88,35350681.72
4176,07080,0.003191139,308149.2289,96564028.85
4176,07080,0.010557158,1019441.712,96564028.85
4176,07080,0.001037598,100194.6073,96564028.85
4176,07080,0.06830826,6596120.787,96564028.85
4177,07006,0.000161211,7591.883362,47092982.56
4177,07053,0.018437009,414643.7306,22489749.91
4177,07070,0.004921747,173987.1056,35350681.72
4178,07006,0.02212849,1042096.596,47092982.56
4178,07006,0.016745483,788594.7592,47092982.56
4178,07006,0.006690479,315074.5906,47092982.56
4178,07010,0.00049756,685.6038796,1377932.577
4472,20401,0.085760217,12549611.71,146333721.7
4472,20401,0.00393004,575097.3225,146333721.7
4473,20401,0.144639792,21165679.13,146333721.7
4473,20401,0.01403537,2053847.93,146333721.7
4473,20401,0.001558363,228041.094,146333721.7
4473,20401,0.005964326,872782.0712,146333721.7
4474,20401,0.140815094,20605996.81,146333721.7
4474,20439,0.076851223,12408450.01,161460671.7
4474,20439,0.061118307,9868202.843,161460671.7
4475,20439,0.009884881,1596019.477,161460671.7
4475,20439,0.254352621,41067945.08,161460671.7
4476,20439,0.017026568,2749121.059,161460671.7
4476,20439,0.02243686,3622670.418,161460671.7
4476,20439,0.017758382,2867280.316,161460671.7
4476,20439,0.030454177,4917151.839,161460671.7
